Frame	X2	Y2	Flag2	X3	Y3	Flag3	X1	Y1	Flag1	X5	Y5	Flag5	X4	Y4	Flag4	X6	Y6	Flag6
47	591.0000	157.5000	0	156.0000	837.0000	0	684.7800	468.7190	0	722.0746	592.0861	0	714.1307	602.8042	0			
48	591.0000	156.0000	0	154.5000	838.5000	0	686.9542	473.7450	0	722.3892	593.6825	0	714.4526	603.8477	0			
49	591.0000	156.0000	0	154.5000	838.5000	0	688.2981	474.6808	0	721.5298	594.9221	0	715.3171	604.5031	0			
50	589.5000	157.5000	0	154.5000	838.5000	0	688.4332	472.8868	0	724.5000	597.0000	0	715.1620	604.7203	0			
51	588.0000	156.0000	0	154.5000	838.5000	0	687.7190	474.2463	0	720.9588	594.3935	0	721.5000	598.5000	0			
52	586.5000	156.0000	0	156.0000	840.0000	0	687.6284	473.6141	0	720.3136	594.5638	0	715.1172	604.9616	0			
53	585.0000	156.0000	0	156.0000	841.5000	0	685.6421	475.4944	0	719.3981	594.3757	0	715.6523	605.7721	0			
54	586.5000	157.5000	0	154.5000	841.5000	0	687.6397	479.4160	0	718.6479	594.4761	0	715.6095	605.5662	0			
55	586.5000	157.5000	0	156.0000	841.5000	0	686.2089	483.6057	0	718.2132	594.4586	0	715.1734	605.3074	0			
56	585.0000	156.0000	0	154.5000	841.5000	0	686.2906	476.9858	0	718.6215	595.1779	0	715.8062	605.5647	0			
57	585.0000	156.0000	0	153.0000	843.0000	0	684.0283	477.4538	0	719.4471	593.9975	0	717.0327	606.3558	0			
58	583.5000	154.5000	0	154.5000	840.0000	0	682.8383	475.7317	0	720.1426	593.2482	0	715.3370	605.0215	0			
59	583.5000	154.5000	0	154.5000	838.5000	0	682.3775	470.6716	0	720.0068	593.4732	0	715.5417	605.3329	0			
60	583.5000	156.0000	0	153.0000	840.0000	0	683.2390	478.7914	0	721.0520	593.5327	0	715.6174	606.0502	0			
61	583.5000	153.0000	0	154.5000	840.0000	0	682.0052	483.4440	0	720.1753	594.0788	0	716.0039	606.9748	0			
62	583.5000	154.5000	0	153.0000	840.0000	0	676.5439	483.2958	0	719.4435	595.2715	0	720.7241	608.2533	0			
63	585.0000	154.5000	0	154.5000	840.0000	0	679.5221	479.3956	0	720.5207	594.4019	0	720.5791	608.2538	0			
64	585.0000	154.5000	0	151.5000	838.5000	0	688.2202	475.0386	0	720.1906	595.5851	0	722.7198	608.2111	0			
65	585.0000	153.0000	0	151.5000	838.5000	0	689.0945	472.0887	0	723.0000	600.0000	0	727.6015	607.7294	0			
66	585.0000	151.5000	0	151.5000	838.5000	0	685.9157	469.1775	0	721.5699	599.8823	0						
67	585.0000	151.5000	0	151.5000	837.0000	0	686.7564	469.1624	0	720.6287	599.7652	0						
68	582.0000	150.0000	0	153.0000	838.5000	0	685.0155	471.3095	0	720.4643	599.3200	0						
69	583.5000	148.5000	0	153.0000	838.5000	0	683.4621	471.3901	0	723.0000	600.0000	0						
70	583.5000	150.0000	0	153.0000	838.5000	0	683.5942	469.9323	0	720.3280	600.5786	0						
71	585.0000	151.5000	0	154.5000	840.0000	0	683.8891	473.3908	0	722.0236	603.3984	0						
72	586.5000	151.5000	0	154.5000	838.5000	0	683.6204	476.4774	0	721.3026	602.3178	0						
73	585.0000	151.5000	0	154.5000	840.0000	0	682.5792	472.7622	0	720.1957	602.0917	0						
74	585.0000	151.5000	0	156.0000	843.0000	0	682.3394	480.0794	0	721.5659	600.8707	0						
75	585.0000	148.5000	0	156.0000	841.5000	0	682.4358	480.3694	0	722.0400	599.5957	0						
76	586.5000	151.5000	0	156.0000	841.5000	0	683.5539	479.9089	0	720.6358	599.5864	0						
77	586.5000	151.5000	0	156.0000	844.5000	0	680.4822	485.0039	0	720.0581	600.5484	0						
78	586.5000	153.0000	0	154.5000	844.5000	0	681.3345	485.5661	0	720.2160	601.4478	0						
79	586.5000	154.5000	0	154.5000	846.0000	0	680.2725	486.0296	0	719.9602	601.3305	0						
80	586.5000	153.0000	0	156.0000	844.5000	0	680.9119	485.2851	0	719.4743	601.3491	0						
81	586.5000	154.5000	0	154.5000	843.0000	0	680.4547	484.5248	0									
82	586.5000	154.5000	0	153.0000	846.0000	0	680.1874	484.1507	0									
83	586.5000	153.0000	0	153.0000	844.5000	0	678.6312	483.1643	0									
84	588.0000	153.0000	0	151.5000	843.0000	0	681.4699	479.0093	0									
85	586.5000	153.0000	0	153.0000	843.0000	0	677.7865	482.6618	0									
86	588.0000	153.0000	0	151.5000	841.5000	0	677.0866	482.2466	0									
87	588.0000	154.5000	0	151.5000	843.0000	0	677.5099	480.9895	0									
88	588.0000	154.5000	0	151.5000	844.5000	0	677.4623	481.5771	0									
89	588.0000	154.5000	0	151.5000	843.0000	0	677.4302	481.0172	0									
90	588.0000	154.5000	0	151.5000	844.5000	0	678.3378	478.8434	0									
91	586.5000	156.0000	0	153.0000	846.0000	0	676.2355	480.6902	0									
92	586.5000	154.5000	0	154.5000	844.5000	0	678.4348	475.7733	0									
93	586.5000	156.0000	0	154.5000	844.5000	0	678.8298	481.3956	0									
94	585.0000	156.0000	0	154.5000	844.5000	0	681.2710	472.8048	0									
95	585.0000	157.5000	0	156.0000	846.0000	0	682.3097	469.8381	0									
96	585.0000	154.5000	0	157.5000	844.5000	0	681.9257	479.6954	0									
97	583.5000	153.0000	0	157.5000	841.5000	0	677.1026	481.6968	0									
98	583.5000	156.0000	0	159.0000	846.0000	0	680.0243	470.6211	0									
99	582.0000	156.0000	0	157.5000	847.5000	0	678.9525	471.8778	0									
100	582.0000	150.0000	0	157.5000	844.5000	0	681.7387	476.7531	0									
101	582.0000	156.0000	0	157.5000	847.5000	0	681.1311	469.2070	0									
102	583.5000	157.5000	0	157.5000	850.5000	0	680.5860	470.0547	0									
103	583.5000	153.0000	0	157.5000	847.5000	0	678.7793	475.7386	0									
104	583.5000	154.5000	0	156.0000	849.0000	0	682.5751	474.5706	0									
105	583.5000	156.0000	0	156.0000	850.5000	0	682.3105	473.7903	0									
106	585.0000	154.5000	0	154.5000	847.5000	0	681.9978	481.6739	0									
107	585.0000	154.5000	0	151.5000	847.5000	0	685.7859	481.6727	0									
108	583.5000	156.0000	0	151.5000	847.5000	0	684.8411	482.4475	0									
109	582.0000	153.0000	0	151.5000	847.5000	0	681.8475	483.1403	0									
110	582.0000	151.5000	0	151.5000	844.5000	0	682.6936	481.5185	0									
111	582.0000	154.5000	0	151.5000	846.0000	0	684.0915	478.3650	0									
112	580.5000	154.5000	0	151.5000	846.0000	0	682.3227	479.5192	0									
113	582.0000	153.0000	0	151.5000	844.5000	0	682.5600	481.2383	0									
114	582.0000	153.0000	0	154.5000	846.0000	0	682.5531	480.5130	0									
115	582.0000	153.0000	0	154.5000	846.0000	0	681.9470	478.3507	0									
116	582.0000	151.5000	0	153.0000	843.0000	0	683.2866	477.4082	0									
117	582.0000	150.0000	0	153.0000	841.5000	0	684.9064	478.2344	0									
118	580.5000	150.0000	0	153.0000	843.0000	0	686.0630	477.1249	0									
119	580.5000	148.5000	0	153.0000	841.5000	0	684.7373	481.6770	0									
120	580.5000	148.5000	0	153.0000	841.5000	0	683.8876	479.2149	0									
121	579.0000	147.0000	0	154.5000	843.0000	0	676.6705	479.4619	0									
122	580.5000	145.5000	0	154.5000	843.0000	0	676.0133	484.3779	0									
123	580.5000	145.5000	0	153.0000	843.0000	0	678.8814	477.3998	0									
124	580.5000	147.0000	0	153.0000	844.5000	0	678.8560	472.8436	0									
125	580.5000	145.5000	0	153.0000	843.0000	0	679.6857	477.7544	0									
126	580.5000	145.5000	0	154.5000	843.0000	0	687.8603	475.3916	0									
127	580.5000	145.5000	0	156.0000	844.5000	0	687.4049	472.6059	0									
128	582.0000	147.0000	0	157.5000	844.5000	0	677.3670	462.2308	0									
129	582.0000	145.5000	0	156.0000	843.0000	0	678.2327	461.2799	0									
130	582.0000	147.0000	0	156.0000	843.0000	0	677.2234	462.4740	0									
131	583.5000	147.0000	0	156.0000	843.0000	0	676.5614	462.7464	0									
132	583.5000	145.5000	0	154.5000	843.0000	0	678.6699	462.9794	0									
133	582.0000	145.5000	0	154.5000	841.5000	0	683.7824	467.9976	0									
134	582.0000	147.0000	0	153.0000	841.5000	0	676.8973	468.0943	0									
135	582.0000	148.5000	0	154.5000	841.5000	0	681.5581	467.2455	0									
136	582.0000	148.5000	0	153.0000	840.0000	0	682.6249	469.7010	0									
137	580.5000	148.5000	0	153.0000	840.0000	0	679.2844	468.0328	0									
138	582.0000	147.0000	0	153.0000	838.5000	0	682.7991	467.9198	0									
139	583.5000	145.5000	0	151.5000	840.0000	0	680.8234	465.0431	0									
140	583.5000	145.5000	0	151.5000	840.0000	0	679.6926	462.9846	0									
141	582.0000	144.0000	0	153.0000	840.0000	0	678.0239	462.3830	0									
142	580.5000	144.0000	0	151.5000	840.0000	0	676.3687	461.9865	0									
143	580.5000	144.0000	0	151.5000	840.0000	0	675.3396	463.6884	0									
144	580.5000	145.5000	0	151.5000	841.5000	0	674.2576	465.9564	0									
145	580.5000	144.0000	0	151.5000	840.0000	0	673.3195	466.4397	0									
146	579.0000	144.0000	0	151.5000	841.5000	0	675.1145	466.1108	0									
147	577.5000	144.0000	0	151.5000	841.5000	0	675.0814	467.2140	0									
148	577.5000	144.0000	0	151.5000	843.0000	0	671.9448	465.9660	0									
149	576.0000	144.0000	0	151.5000	841.5000	0	671.5551	469.0281	0									
150	577.5000	144.0000	0	151.5000	841.5000	0	669.9223	471.3799	0									
151	576.0000	144.0000	0	150.0000	841.5000	0	671.5229	467.5046	0									
152	574.5000	141.0000	0	150.0000	843.0000	0	672.5549	465.4603	0									
153	574.5000	141.0000	0	150.0000	843.0000	0	668.6347	467.1383	0									
154	574.5000	142.5000	0	151.5000	844.5000	0	669.6801	464.9833	0									
155	573.0000	142.5000	0	150.0000	844.5000	0	671.9497	462.6874	0									
156	573.0000	142.5000	0	150.0000	844.5000	0	670.8043	464.4668	0									
157	574.5000	141.0000	0	148.5000	844.5000	0	670.8533	464.0299	0									
158	574.5000	141.0000	0	148.5000	843.0000	0	669.3224	464.0646	0									
159	576.0000	141.0000	0	147.0000	844.5000	0	668.2815	465.3205	0									
160	574.5000	139.5000	0	148.5000	843.0000	0	667.6712	466.3929	0									
161	573.0000	139.5000	0	148.5000	843.0000	0	665.8537	468.3592	0									
162	571.5000	139.5000	0	148.5000	843.0000	0	665.1112	474.4459	0									
163	571.5000	139.5000	0	148.5000	843.0000	0	665.0932	475.7415	0									
164	571.5000	139.5000	0	148.5000	843.0000	0	665.1478	477.5777	0									
165	571.5000	139.5000	0	148.5000	843.0000	0	664.5664	476.9022	0									
166	571.5000	139.5000	0	148.5000	841.5000	0	664.4683	474.2695	0									
167	571.5000	141.0000	0	148.5000	841.5000	0	664.0606	475.0116	0									
168	573.0000	141.0000	0	150.0000	841.5000	0	664.7451	473.0983	0									
169	573.0000	142.5000	0	147.0000	840.0000	0	665.7916	473.0430	0									
170	571.5000	141.0000	0	150.0000	840.0000	0	665.5434	468.4907	0									
171	571.5000	139.5000	0	150.0000	841.5000	0	664.1073	469.2702	0									
172	571.5000	139.5000	0	148.5000	843.0000	0	664.0636	470.1707	0									
173	571.5000	139.5000	0	148.5000	841.5000	0	662.9451	471.0740	0									
174	571.5000	139.5000	0	148.5000	840.0000	0	661.3896	474.5416	0									
175	571.5000	141.0000	0	148.5000	840.0000	0	661.2840	474.9726	0									
176	573.0000	142.5000	0	150.0000	838.5000	0	661.8499	474.7127	0									
177	573.0000	141.0000	0	148.5000	838.5000	0	661.4948	473.0115	0									
178	573.0000	139.5000	0	150.0000	840.0000	0	661.5167	471.4567	0									
179	573.0000	141.0000	0	147.0000	840.0000	0	661.3021	471.6374	0									
180	571.5000	141.0000	0	147.0000	840.0000	0	660.3053	473.8057	0									
181	571.5000	141.0000	0	147.0000	840.0000	0	659.6194	472.8414	0									
182	571.5000	141.0000	0	147.0000	840.0000	0	658.9369	472.6325	0									
183	571.5000	141.0000	0	147.0000	840.0000	0	658.7387	472.4965	0									
184	573.0000	142.5000	0	144.0000	841.5000	0	658.8508	472.3352	0									
185	573.0000	142.5000	0	145.5000	841.5000	0	658.6715	470.4536	0									
186	573.0000	141.0000	0	145.5000	841.5000	0	659.4618	469.5610	0									
187	573.0000	141.0000	0	147.0000	841.5000	0	663.0000	466.5000	0									
188	573.0000	141.0000	0	148.5000	840.0000	0	660.2836	466.2219	0									
189	573.0000	141.0000	0	150.0000	840.0000	0	663.0000	465.0000	0									
190	573.0000	141.0000	0	151.5000	840.0000	0	659.2652	467.0758	0									
191	573.0000	141.0000	0	148.5000	838.5000	0	659.4046	467.1187	0									
192	573.0000	139.5000	0	148.5000	837.0000	0	663.0000	466.5000	0									
193	570.0000	138.0000	0	144.0000	835.5000	0	661.5000	465.0000	0									
194	571.5000	136.5000	0	142.5000	834.0000	0	659.4400	466.3152	0									
195	571.5000	135.0000	0	142.5000	834.0000	0	659.7390	465.6832	0									
196	571.5000	135.0000	0	144.0000	834.0000	0	659.8789	466.5007	0									
197	571.5000	136.5000	0	142.5000	834.0000	0	660.7121	466.4923	0									
198	573.0000	136.5000	0	142.5000	832.5000	0	659.8710	467.3623	0									
199	571.5000	135.0000	0	142.5000	832.5000	0	663.0000	466.5000	0									
200	571.5000	135.0000	0	142.5000	834.0000	0	658.9009	466.5453	0									
201	573.0000	135.0000	0	139.5000	834.0000	0	658.9103	466.2092	0									
202	571.5000	135.0000	0	138.0000	832.5000	0	659.0379	466.6180	0									
203	570.0000	136.5000	0	141.0000	832.5000	0	660.0000	466.5000	0									
204	568.5000	138.0000	0	139.5000	834.0000	0	660.0000	469.5000	0									
205	570.0000	138.0000	0	138.0000	832.5000	0	660.0000	468.0000	0									
206	570.0000	136.5000	0	138.0000	834.0000	0	658.5000	471.0000	0									
207	571.5000	138.0000	0	138.0000	835.5000	0	658.5000	468.0000	0									
208	571.5000	138.0000	0	139.5000	834.0000	0	658.5000	469.5000	0									
209	571.5000	136.5000	0	138.0000	835.5000	0	656.6407	469.9046	0									
210	570.0000	136.5000	0	136.5000	835.5000	0	655.7503	469.6457	0									
211	570.0000	138.0000	0	136.5000	837.0000	0	656.5256	469.7832	0									
212	570.0000	138.0000	0	135.0000	835.5000	0	656.3360	469.5712	0									
213	571.5000	138.0000	0	135.0000	835.5000	0	657.2037	469.3809	0									
214	574.5000	139.5000	0	135.0000	835.5000	0	658.5000	468.0000	0									
215	574.5000	139.5000	0	135.0000	835.5000	0	658.5000	471.0000	0									
216	574.5000	138.0000	0	133.5000	835.5000	0	655.8018	470.6784	0									
217	576.0000	138.0000	0	135.0000	837.0000	0	655.6158	471.6602	0									
218	576.0000	138.0000	0	133.5000	837.0000	0	658.5000	469.5000	0									
219	574.5000	139.5000	0	133.5000	837.0000	0	658.5000	462.0000	0									
220	574.5000	138.0000	0	133.5000	835.5000	0	655.5000	475.5000	0									
221	576.0000	136.5000	0	133.5000	835.5000	0	655.1734	474.7627	0									
222	577.5000	138.0000	0	132.0000	835.5000	0	658.5000	462.0000	0									
223	577.5000	139.5000	0	132.0000	835.5000	0	655.5861	474.2144	0									
224	577.5000	138.0000	0	133.5000	835.5000	0	655.7751	471.5940	0									
225	576.0000	136.5000	0	133.5000	835.5000	0	658.5000	468.0000	0									
226	576.0000	136.5000	0	133.5000	834.0000	0	655.3571	474.6772	0									
227	574.5000	136.5000	0	135.0000	834.0000	0												
228	574.5000	136.5000	0	135.0000	834.0000	0												
229	574.5000	136.5000	0	136.5000	834.0000	0												
230	577.5000	138.0000	0	135.0000	834.0000	0												
231	576.0000	136.5000	0	135.0000	835.5000	0												
232	576.0000	136.5000	0	136.5000	834.0000	0												
233	576.0000	130.5000	0	138.0000	825.0000	0												
234	576.0000	144.0000	0	138.0000	825.0000	0												
235	577.5000	141.0000	0	139.5000	828.0000	0												
236	577.5000	129.0000	0															
237	574.5000	141.0000	0															
238	574.5000	139.5000	0															
239	574.5000	135.0000	0															
240	574.5000	142.5000	0															
