Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8
Tracks 1 to 8
83	978.00000	637.50000	 	727.50000	487.50000	 	795.00000	349.50000	 	537.00000	696.00000	 	571.50000	435.00000	 	1078.50000	514.50000	 	498.00000	94.50000	 	691.50000	663.00000	 
84	978.00000	637.50000	 	726.00000	486.00000	 	798.00000	351.00000	 	537.00000	696.00000	 	571.50000	435.00000	 	1078.50000	519.00000	 	498.00000	96.00000	 	691.50000	664.50000	 
85	979.50000	637.50000	 	727.50000	484.50000	 	796.50000	352.50000	 	540.00000	697.50000	 	570.00000	436.50000	 	1080.00000	522.00000	 	496.50000	94.50000	 	691.50000	663.00000	 
86	981.00000	640.50000	 	727.50000	483.00000	 	796.50000	352.50000	 	535.50000	694.50000	 	568.50000	433.50000	 	1078.50000	519.00000	 	499.50000	91.50000	 	693.00000	664.50000	 
87	982.50000	642.00000	 	726.00000	483.00000	 	796.50000	354.00000	 	535.50000	694.50000	 	568.50000	430.50000	 	1077.00000	519.00000	 	499.50000	94.50000	 	694.50000	667.50000	 
88	981.00000	643.50000	 	727.50000	480.00000	 	796.50000	348.00000	 	537.00000	696.00000	 	568.50000	433.50000	 	1077.00000	520.50000	 	498.00000	100.50000	 	696.00000	670.50000	 
89	984.00000	646.50000	 	727.50000	480.00000	 	799.50000	351.00000	 	540.00000	697.50000	 	565.50000	432.00000	 	1080.00000	522.00000	 	496.50000	102.00000	 	694.50000	676.50000	 
90	981.00000	648.00000	 	724.50000	480.00000	 	799.50000	351.00000	 	541.50000	699.00000	 	570.00000	430.50000	 	1077.00000	516.00000	 	495.00000	108.00000	 	694.50000	675.00000	 
91	979.50000	646.50000	 	721.50000	480.00000	 	796.50000	352.50000	 	538.50000	699.00000	 	567.00000	429.00000	 	1077.00000	514.50000	 	499.50000	109.50000	 	696.00000	676.50000	 
92	978.00000	646.50000	 	718.50000	484.50000	 	792.00000	352.50000	 	538.50000	700.50000	 	568.50000	432.00000	 	1078.50000	516.00000	 	501.00000	111.00000	 	696.00000	675.00000	 
93	979.50000	643.50000	 	717.00000	484.50000	 	793.50000	351.00000	 	537.00000	699.00000	 	570.00000	432.00000	 	1078.50000	511.50000	 	498.00000	112.50000	 	694.50000	672.00000	 
94	982.50000	642.00000	 	717.00000	486.00000	 	796.50000	352.50000	 	538.50000	699.00000	 	571.50000	429.00000	 	1078.50000	513.00000	 	501.00000	111.00000	 	697.50000	672.00000	 
95	984.00000	642.00000	 	717.00000	483.00000	 	795.00000	352.50000	 	541.50000	702.00000	 	571.50000	430.50000	 	1077.00000	516.00000	 	499.50000	109.50000	 	699.00000	675.00000	 
96	984.00000	640.50000	 	718.50000	484.50000	 	793.50000	354.00000	 	540.00000	702.00000	 	570.00000	430.50000	 	1078.50000	513.00000	 	502.50000	109.50000	 	695.24627	676.19336	 
97	984.00000	640.50000	 	717.00000	478.50000	 	793.50000	352.50000	 	544.50000	705.00000	 	570.00000	429.00000	 	1078.82034	515.59688	 	504.00000	111.00000	 	694.50000	679.50000	 
98	981.00000	640.50000	 	718.50000	480.00000	 	798.00000	355.50000	 	543.00000	705.00000	 	570.00000	429.00000	 	1078.50000	514.50000	 	505.50000	111.00000	 	691.50000	679.50000	 
99	978.00000	643.50000	 	721.50000	477.00000	 	799.50000	354.00000	 	540.00000	703.50000	 	568.50000	430.50000	 	1077.00000	516.00000	 	505.50000	111.00000	 	693.00000	679.50000	 
100	982.50000	639.00000	 	721.50000	477.00000	 	796.50000	351.00000	 	540.00000	702.00000	 	573.00000	432.00000	 	1075.50000	514.50000	 	504.00000	108.00000	 	688.50000	679.50000	 
101	985.50000	640.50000	 	723.00000	475.50000	 	795.00000	351.00000	 	540.00000	705.00000	 	574.50000	433.50000	 	1075.50000	516.00000	 	505.50000	108.00000	 	690.00000	678.00000	 
102	985.50000	643.50000	 	721.50000	477.00000	 	795.00000	354.00000	 	536.71807	709.42944	 	576.00000	432.00000	 	1075.50000	517.50000	 	505.50000	109.50000	 	688.50000	681.00000	 
103	985.50000	642.00000	 	720.00000	475.50000	 	793.50000	354.00000	 	537.00000	706.50000	 	577.50000	429.00000	 	1074.00000	517.50000	 	505.50000	109.50000	 	687.00000	681.00000	 
104	984.00000	643.50000	 	720.00000	475.50000	 	792.00000	360.00000	 	537.00000	703.50000	 	577.50000	429.00000	 	1072.50000	519.00000	 	510.00000	112.50000	 	685.50000	684.00000	 
105	984.00000	640.50000	 	718.50000	477.00000	 	792.00000	361.50000	 	537.00000	705.00000	 	576.00000	430.50000	 	1072.50000	519.00000	 	514.50000	115.50000	 	684.00000	684.00000	 
106	987.00000	642.00000	 	717.00000	474.00000	 	789.00000	360.00000	 	537.00000	705.00000	 	579.00000	429.00000	 	1074.00000	523.50000	 	513.00000	112.50000	 	687.00000	687.00000	 
107	985.50000	639.00000	 	717.00000	472.50000	 	792.00000	360.00000	 	538.50000	705.00000	 	580.50000	429.00000	 	1072.50000	528.00000	 	517.50000	109.50000	 	684.00000	687.00000	 
108	987.00000	637.50000	 	715.50000	474.00000	 	793.50000	361.50000	 	538.50000	703.50000	 	583.50000	430.50000	 	1066.50000	531.00000	 	516.00000	109.50000	 	682.50000	690.00000	 
109	988.50000	639.00000	 	715.50000	477.00000	 	792.00000	361.50000	 	540.00000	700.50000	 	585.00000	432.00000	 	1068.00000	532.50000	 	516.00000	108.00000	 	682.50000	691.50000	 
110	988.50000	637.50000	 	715.50000	474.00000	 	792.00000	360.00000	 	541.50000	696.00000	 	583.50000	432.00000	 	1068.00000	532.50000	 	516.00000	108.00000	 	687.00000	691.50000	 
111	990.00000	637.50000	 	714.00000	474.00000	 	790.50000	358.50000	 	537.00000	696.00000	 	582.00000	429.00000	 	1066.50000	532.50000	 	516.00000	109.50000	 	682.50000	693.00000	 
112	991.50000	642.00000	 	712.50000	471.00000	 	792.00000	358.50000	 	537.00000	697.50000	 	582.00000	432.00000	 	1065.00000	537.00000	 	520.50000	112.50000	 	685.50000	694.50000	 
113	991.50000	640.50000	 	712.50000	468.00000	 	792.00000	355.50000	 	534.00000	694.50000	 	585.00000	432.00000	 	1069.50000	535.50000	 	525.00000	108.00000	 	682.50000	693.00000	 
114	993.00000	640.50000	 	714.00000	463.50000	 	792.00000	354.00000	 	538.50000	694.50000	 	586.50000	432.00000	 	1068.00000	535.50000	 	523.50000	105.00000	 	684.00000	688.50000	 
115	990.00000	639.00000	 	712.50000	463.50000	 	786.00000	357.00000	 	540.00000	693.00000	 	585.00000	429.00000	 	1068.00000	538.50000	 	526.50000	105.00000	 	684.00000	690.00000	 
116	991.50000	639.00000	 	712.50000	468.00000	 	787.50000	358.50000	 	540.00000	696.00000	 	585.00000	430.50000	 	1066.50000	535.50000	 	529.50000	105.00000	 	681.00000	691.50000	 
117	994.50000	637.50000	 	712.50000	466.50000	 	792.00000	360.00000	 	541.50000	693.00000	 	585.00000	429.00000	 	1063.50000	532.50000	 	531.00000	100.50000	 	681.00000	688.50000	 
118	996.00000	639.00000	 	714.00000	468.00000	 	793.50000	358.50000	 	543.00000	693.00000	 	582.00000	430.50000	 	1062.00000	531.00000	 	532.50000	100.50000	 	687.00000	690.00000	 
119	994.50000	640.50000	 	714.00000	472.50000	 	796.50000	358.50000	 	541.50000	694.50000	 	582.00000	430.50000	 	1062.00000	531.00000	 	531.00000	100.50000	 	687.00000	690.00000	 
120	991.50000	639.00000	 	714.00000	474.00000	 	798.00000	361.50000	 	537.00000	696.00000	 	579.00000	427.50000	 	1065.00000	532.50000	 	531.00000	97.50000	 	687.00000	691.50000	 
121	994.50000	642.00000	 	711.00000	472.50000	 	796.50000	366.00000	 	535.50000	697.50000	 	577.50000	429.00000	 	1065.00000	535.50000	 	534.00000	96.00000	 	687.00000	688.50000	 
122	999.00000	640.50000	 	711.00000	469.50000	 	799.50000	366.00000	 	532.50000	694.50000	 	574.50000	429.00000	 	1068.00000	534.00000	 	534.00000	93.00000	 	688.50000	690.00000	 
123	999.00000	642.00000	 	714.00000	469.50000	 	804.00000	370.50000	 	532.50000	693.00000	 	576.00000	427.50000	 	1065.00000	534.00000	 	529.50000	97.50000	 	691.50000	691.50000	 
124	999.00000	646.50000	 	715.50000	472.50000	 	805.50000	370.50000	 	537.00000	693.00000	 	579.00000	426.00000	 	1060.50000	532.50000	 	531.00000	94.50000	 	691.50000	690.00000	 
125	1002.00000	646.50000	 	717.00000	471.00000	 	805.50000	366.00000	 	534.00000	690.00000	 	576.00000	424.50000	 	1057.50000	529.50000	 	531.00000	96.00000	 	687.00000	690.00000	 
126	1002.00000	643.50000	 	712.50000	468.00000	 	805.50000	369.00000	 	538.50000	691.50000	 	579.00000	426.00000	 	1057.50000	528.00000	 	531.00000	97.50000	 	688.50000	691.50000	 
127	1002.00000	642.00000	 	715.50000	472.50000	 	807.00000	373.50000	 	535.50000	691.50000	 	582.00000	427.50000	 	1059.00000	528.00000	 	532.50000	102.00000	 	690.00000	691.50000	 
128	1002.00000	645.00000	 	714.00000	474.00000	 	807.00000	375.00000	 	535.50000	688.50000	 	583.50000	426.00000	 	1053.00000	526.50000	 	532.50000	102.00000	 	696.00000	691.50000	 
129	999.00000	643.50000	 	715.50000	469.50000	 	808.50000	375.00000	 	540.00000	693.00000	 	580.50000	427.50000	 	1051.50000	526.50000	 	529.50000	105.00000	 	699.00000	693.00000	 
130	997.50000	640.50000	 	714.00000	471.00000	 	813.00000	376.50000	 	538.50000	693.00000	 	583.50000	426.00000	 	1053.00000	531.00000	 	528.00000	102.00000	 	696.00000	697.50000	 
131	997.50000	645.00000	 	712.50000	474.00000	 	813.00000	375.00000	 	540.00000	691.50000	 	585.00000	427.50000	 	1054.50000	526.50000	 	528.00000	106.50000	 	693.00000	700.50000	 
132	999.00000	645.00000	 	711.00000	475.50000	 	816.00000	376.50000	 	538.50000	694.50000	 	586.50000	429.00000	 	1051.50000	528.00000	 	529.50000	109.50000	 	690.00000	699.00000	 
133	999.00000	642.00000	 	711.00000	474.00000	 	816.00000	375.00000	 	532.50000	691.50000	 	588.00000	429.00000	 	1051.50000	526.50000	 	529.50000	106.50000	 	690.00000	702.00000	 
