Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7
Tracks 1 to 7
163	 	 	 	 	 	 	900.00000	703.50000	 	870.00000	147.00000	 	163.68405	888.72512	 	52.56229	221.93547	 	 	 	 
164	 	 	 	 	 	 	898.50000	703.50000	 	868.50000	147.00000	 	163.50000	889.50000	 	52.51277	222.23559	 	 	 	 
165	 	 	 	 	 	 	900.00000	700.50000	 	868.50000	144.00000	 	163.50000	891.00000	 	52.24528	222.39333	 	 	 	 
166	 	 	 	 	 	 	903.00000	699.00000	 	871.50000	144.00000	 	168.00000	894.00000	 	52.27086	223.02712	 	 	 	 
167	 	 	 	 	 	 	903.00000	699.00000	 	870.00000	142.50000	 	167.84347	894.12690	 	51.99085	223.12779	 	 	 	 
168	 	 	 	 	 	 	901.50000	699.00000	 	867.00000	144.00000	 	169.23902	894.96887	 	52.26470	222.63157	 	 	 	 
169	 	 	 	 	 	 	898.50000	696.00000	 	867.00000	145.50000	 	170.28042	895.78871	 	52.78105	223.15491	 	 	 	 
170	 	 	 	 	 	 	897.00000	694.50000	 	868.50000	145.50000	 	169.50000	898.50000	 	53.80876	223.52196	 	 	 	 
171	 	 	 	 	 	 	897.00000	694.50000	 	868.50000	144.00000	 	168.00000	898.50000	 	54.39499	223.53822	 	 	 	 
172	 	 	 	 	 	 	897.00000	694.50000	 	870.00000	145.50000	 	171.00000	897.00000	 	54.48398	223.51381	 	 	 	 
173	 	 	 	 	 	 	897.00000	694.50000	 	868.50000	145.50000	 	174.00000	897.00000	 	54.11275	223.60763	 	 	 	 
174	 	 	 	 	 	 	895.50000	694.50000	 	867.00000	145.50000	 	171.00962	897.03337	 	54.25739	223.67694	 	 	 	 
175	 	 	 	 	 	 	894.00000	694.50000	 	868.50000	145.50000	 	172.50000	898.50000	 	54.36750	223.74729	 	 	 	 
176	 	 	 	 	 	 	894.00000	694.50000	 	865.50000	147.00000	 	174.00000	898.50000	 	54.62026	224.20685	 	 	 	 
177	 	 	 	 	 	 	894.00000	694.50000	 	864.00000	147.00000	 	174.00000	900.00000	 	54.48136	225.34154	 	 	 	 
178	 	 	 	 	 	 	894.00000	693.00000	 	867.00000	147.00000	 	176.47538	899.24040	 	54.76786	225.58192	 	 	 	 
179	 	 	 	 	 	 	895.50000	691.50000	 	865.50000	147.00000	 	177.84936	897.94439	 	54.10268	225.57806	 	 	 	 
180	 	 	 	 	 	 	894.00000	691.50000	 	867.00000	148.50000	 	178.50000	897.00000	 	54.53567	225.80701	 	 	 	 
181	 	 	 	 	 	 	894.00000	691.50000	 	867.00000	150.00000	 	177.26010	896.93197	 	54.28220	225.28013	 	 	 	 
182	 	 	 	 	 	 	892.50000	691.50000	 	870.00000	151.50000	 	178.67124	897.85891	 	53.98011	225.55331	 	 	 	 
