Frame	X4	Y4	Flag4	X5	Y5	Flag5	X7	Y7	Flag7	X6	Y6	Flag6	X8	Y8	Flag8	X3	Y3	Flag3	X2	Y2	Flag2	X9	Y9	Flag9	X1	Y1	Flag1	X10	Y10	Flag10	X12	Y12	Flag12	X11	Y11	Flag11
83	759.0000	474.0000	0	418.5000	271.5000	0	546.0000	328.5000	0	1366.5000	982.5000	0	246.0000	441.0000	0	1269.0000	531.0000	0	696.0000	702.0000	0	1167.0000	555.0000	0	1008.0000	615.0000	0									
84	762.0000	477.0000	0	420.0000	273.0000	0	543.0000	330.0000	0	1366.5000	982.5000	0	243.0000	441.0000	0	1270.5000	531.0000	0	700.5000	702.0000	0	1168.5000	553.5000	0	1009.5000	615.0000	0									
85	763.5000	478.5000	0	421.5000	271.5000	0	544.5000	330.0000	0	1366.5000	979.5000	0	241.5000	441.0000	0	1272.0000	531.0000	0	700.5000	702.0000	0	1167.0000	555.0000	0	1009.5000	613.5000	0									
86	763.5000	478.5000	0	423.0000	273.0000	0	544.5000	330.0000	0	1366.5000	979.5000	0	243.0000	442.5000	0	1272.0000	531.0000	0	697.5000	696.0000	0	1167.0000	556.5000	0	1013.8451	610.4471	0									
87	763.5000	480.0000	0	424.5000	273.0000	0	547.5000	330.0000	0	1368.0000	978.0000	0	243.0000	438.0000	0	1267.5000	529.5000	0	700.5000	697.5000	0	1167.0000	555.0000	0	1009.5000	610.5000	0									
88	763.5000	478.5000	0	429.0000	273.0000	0	547.5000	330.0000	0	1370.5921	978.9724	0	246.0000	441.0000	0	1267.5000	529.5000	0	699.0000	697.5000	0	1165.5000	555.0000	0	1009.5000	612.0000	0									
89	762.0000	478.5000	0	427.5000	271.5000	0	547.5000	330.0000	0	1370.9795	978.2051	0	243.0000	438.0000	0	1267.5000	531.0000	0	702.0000	699.0000	0	1170.0000	556.5000	0	1005.0000	609.0000	0									
90	766.5000	478.5000	0	432.0000	270.0000	0	549.0000	334.5000	0	1371.0000	978.0000	0	246.0000	436.5000	0	1270.5000	528.0000	0	702.0000	697.5000	0	1168.5000	556.5000	0	1005.0000	607.5000	0									
91	760.5000	474.0000	0	430.5000	271.5000	0	549.0000	331.5000	0	1366.5000	981.0000	0	244.5000	438.0000	0	1272.0000	529.5000	0	702.0000	699.0000	0	1167.0000	553.5000	0	1005.0000	609.0000	0									
92	763.5000	475.5000	0	432.0000	268.5000	0	550.5000	330.0000	0	1366.5000	981.0000	0	246.0000	438.0000	0	1272.0000	529.5000	0	702.0000	703.5000	0	1168.5000	552.0000	0	1003.5000	607.5000	0									
93	763.5000	477.0000	0	430.5000	270.0000	0	552.0000	330.0000	0	1366.5000	984.0000	0	244.5000	439.5000	0	1275.0000	529.5000	0	702.0000	705.0000	0	1168.5000	550.5000	0	1005.0000	606.0000	0									
94	763.5000	474.0000	0	429.0000	264.0000	0	552.0000	327.0000	0	1368.0000	984.0000	0	246.0000	433.5000	0	1275.0000	529.5000	0	700.5000	702.0000	0	1168.5000	549.0000	0	1003.5000	606.0000	0									
95	762.0000	475.5000	0	427.5000	262.5000	0	552.0000	327.0000	0	1371.0000	982.5000	0	246.0000	435.0000	0	1278.0000	529.5000	0	703.5000	702.0000	0	1171.5000	549.0000	0	1006.5000	610.5000	0									
96	762.0000	474.0000	0	426.0000	261.0000	0	552.0000	330.0000	0	1371.0000	981.0000	0	244.5000	433.5000	0	1273.5000	528.0000	0	702.0000	705.0000	0	1173.0000	552.0000	0	1005.0000	612.0000	0									
97	762.0000	472.5000	0	427.5000	261.0000	0	555.0000	325.5000	0	1371.0000	984.0000	0	244.5000	432.0000	0	1273.5000	528.0000	0	703.5000	702.0000	0	1174.5000	555.0000	0	1003.5000	610.5000	0									
98	760.5000	474.0000	0	432.0000	265.5000	0	556.5000	328.5000	0	1369.5000	984.0000	0	244.5000	433.5000	0	1275.0000	526.5000	0	705.0000	702.0000	0	1168.5000	550.5000	0	1002.0000	610.5000	0									
99	760.5000	472.5000	0	430.5000	265.5000	0	559.5000	325.5000	0	1372.5000	982.5000	0	243.0000	435.0000	0	1275.0000	525.0000	0	702.0000	700.5000	0	1168.5000	550.5000	0	1000.5000	610.5000	0									
100	760.5000	472.5000	0	433.5000	267.0000	0	561.0000	325.5000	0	1372.5000	982.5000	0	249.0000	447.0000	0	1275.0000	525.0000	0	702.0000	699.0000	0	1168.5000	553.5000	0	1002.0000	612.0000	0									
101	763.5000	474.0000	0	436.5000	267.0000	0	561.0000	324.0000	0	1372.5000	979.5000	0	244.5000	433.5000	0	1275.0000	525.0000	0	702.0000	696.0000	0	1167.0000	555.0000	0	1003.5000	610.5000	0									
102	760.5000	472.5000	0	438.0000	265.5000	0	561.0000	322.5000	0	1375.5000	978.0000	0	238.5000	432.0000	0	1275.0000	528.0000	0	699.0000	696.0000	0	1165.5000	553.5000	0	1002.0000	610.5000	0									
103	763.5000	472.5000	0	439.5000	265.5000	0	561.0000	325.5000	0	1375.5000	979.5000	0	243.0000	436.5000	0	1276.5000	529.5000	0	700.5000	697.5000	0	1164.0000	553.5000	0	1002.0000	607.5000	0									
104	766.5000	472.5000	0	442.5000	265.5000	0	562.5000	328.5000	0	1377.0000	978.0000	0	243.0000	436.5000	0	1275.0000	531.0000	0	702.0000	697.5000	0	1168.5000	555.0000	0	1000.5000	609.0000	0									
105	768.0000	477.0000	0	442.5000	264.0000	0	564.0000	328.5000	0	1377.0000	979.5000	0	244.5000	438.0000	0	1275.0000	529.5000	0	702.0000	697.5000	0	1168.5000	555.0000	0	997.5000	609.0000	0									
106	769.5000	475.5000	0	441.0000	259.5000	0	564.0000	330.0000	0	1377.0000	979.5000	0	237.0000	433.5000	0	1275.0000	532.5000	0	700.5000	700.5000	0	1170.0000	553.5000	0	999.0000	612.0000	0									
