Frame	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X9	Y9	Flag9	X8	Y8	Flag8	X6	Y6	Flag6	X16	Y16	Flag16	X17	Y17	Flag17	X7	Y7	Flag7	X4	Y4	Flag4	X3	Y3	Flag3	X5	Y5	Flag5	X18	Y18	Flag18	X2	Y2	Flag2	X14	Y14	Flag14	X15	Y15	Flag15	X1	Y1	Flag1
178	1230.0000	279.0000	0	722.6368	196.1683	0	865.5000	997.5000	0	660.0000	1039.5000	0	1212.0000	997.5000	0	375.0000	1005.0000	0	579.0000	985.5000	0																																	
179	1228.5000	279.0000	0	723.0000	196.5000	0	865.5000	997.5000	0	660.0000	1038.0000	0	1212.0000	996.0000	0	375.5947	1005.5375	0	579.0000	984.0000	0																																	
180	1230.0000	279.0000	0	724.0973	197.1638	0	865.5000	997.5000	0	660.0000	1039.5000	0	1212.0000	997.5000	0	375.0000	1005.0000	0	579.0000	984.0000	0																																	
181	1230.0000	279.0000	0	724.5000	198.0000	0	864.0000	997.5000	0	661.5000	1039.5000	0	1210.5000	997.5000	0	375.0000	1005.0000	0	579.0000	984.0000	0																																	
182	1230.0000	280.5000	0	723.0000	198.0000	0	864.0000	999.0000	0	663.0000	1039.5000	0	1212.0000	997.5000	0	373.5000	1008.0000	0	579.0000	984.0000	0																																	
183	1231.5000	280.5000	0	723.0000	198.0000	0	864.0000	999.0000	0	660.0000	1039.5000	0	1210.5000	997.5000	0	373.5000	1008.0000	0	580.5000	985.5000	0																																	
184	1231.5000	280.5000	0	723.0000	198.0000	0	864.0000	1000.5000	0	661.5000	1038.0000	0	1210.5000	996.0000	0	373.5000	1006.5000	0	580.5000	987.0000	0																																	
185	1231.5000	282.0000	0	723.0000	198.0000	0	861.0000	1002.0000	0	660.0000	1041.0000	0	1210.5000	997.5000	0	373.5000	1008.0000	0	580.5000	987.0000	0																																	
186	1231.5000	282.0000	0	724.5000	196.5000	0	861.0000	1002.0000	0	660.0000	1042.5000	0	1212.0000	997.5000	0	375.0000	1005.0000	0	582.0000	987.0000	0																																	
187	1233.0000	280.5000	0	724.5000	196.5000	0	861.0000	1002.0000	0	660.0000	1041.0000	0	1212.0000	997.5000	0	375.0000	1005.0000	0	580.5000	987.0000	0																																	
188	1233.0000	280.5000	0	724.5000	198.0000	0	861.0000	1003.5000	0	660.0000	1042.5000	0	1212.0000	997.5000	0	372.0000	1008.0000	0	579.0000	987.0000	0																																	
189	1231.5000	282.0000	0	723.0000	198.0000	0	861.0000	1003.5000	0	658.5000	1044.0000	0	1213.5000	996.0000	0	373.5000	1005.0000	0	579.0000	987.0000	0																																	
190	1231.5000	282.0000	0	723.0000	198.0000	0	861.0000	1002.0000	0	657.0000	1045.5000	0	1212.0000	996.0000	0	373.5000	1006.5000	0	579.0000	987.0000	0																																	
191	1233.0000	280.5000	0	723.0000	198.0000	0	859.5000	1002.0000	0	657.0000	1047.0000	0	1210.5000	997.5000	0	375.7840	1005.5134	0	579.0000	988.5000	0																																	
192	1233.0000	280.5000	0	723.0000	199.5000	0	861.0000	1002.0000	0	658.5000	1047.0000	0	1209.0000	997.5000	0	375.0000	1005.0000	0	580.5000	988.5000	0																																	
193	1233.0000	282.0000	0	723.0000	199.5000	0	859.5000	1003.5000	0	658.5000	1048.5000	0	1209.0000	996.0000	0	375.0000	1005.0000	0	580.5000	988.5000	0																																	
194	1233.0000	280.5000	0	723.0000	199.5000	0	858.0000	1003.5000	0	657.0000	1048.5000	0	1210.5000	996.0000	0	375.0000	1005.0000	0	580.5000	987.0000	0																																	
195	1231.5000	282.0000	0	723.0000	199.5000	0	858.0000	1002.0000	0	657.0000	1050.0000	0	1212.0000	996.0000	0	375.9183	1005.5970	0	582.0000	987.0000	0																																	
196	1231.5000	280.5000	0	721.5000	199.5000	0	856.5000	1002.0000	0	657.0000	1050.0000	0	1213.5000	996.0000	0	375.0000	1005.0000	0	582.0000	985.5000	0																																	
197	1231.5000	280.5000	0	723.0000	198.0000	0	856.5000	1003.5000	0	655.5000	1050.0000	0	1209.0000	999.0000	0	372.0000	1008.0000	0	582.0000	987.0000	0																																	
198	1231.5000	282.0000	0	723.0000	198.0000	0	856.5000	1003.5000	0	655.5000	1050.0000	0	1210.5000	997.5000	0	372.0000	1008.0000	0	582.0000	987.0000	0																																	
199	1233.0000	282.0000	0	723.0000	196.5000	0	855.0000	1003.5000	0	655.5000	1050.0000	0	1210.5000	997.5000	0	370.5000	1006.5000	0	579.0000	988.5000	0																																	
200	1234.5000	282.0000	0	723.0000	196.5000	0	855.0000	1002.0000	0	655.5000	1050.0000	0	1212.0000	996.0000	0	370.5000	1005.0000	0	579.0000	987.0000	0																																	
201	1233.0000	283.5000	0	721.7725	195.9918	0	855.0000	1000.5000	0	654.0000	1048.5000	0	1209.0000	997.5000	0	370.5000	1005.0000	0	579.0000	987.0000	0																																	
202	1234.5000	285.0000	0	721.5000	196.5000	0	855.0000	1000.5000	0	655.5000	1047.0000	0	1209.0000	997.5000	0	370.5000	1005.0000	0	577.5000	987.0000	0																																	
203	1234.5000	285.0000	0	721.5000	196.5000	0	856.5000	999.0000	0	654.0000	1047.0000	0	1215.0000	996.0000	0	369.0000	1005.0000	0	576.0000	988.5000	0																																	
204	1233.0000	286.5000	0	720.0000	196.5000	0	855.0000	999.0000	0	654.0000	1048.5000	0	1210.5000	999.0000	0	370.5000	1003.5000	0	577.5000	988.5000	0																																	
205	1233.0000	285.0000	0	720.0000	196.5000	0	855.0000	1000.5000	0	655.5000	1048.5000	0	1210.5000	999.0000	0	369.0000	1005.0000	0	577.5000	988.5000	0																																	
206	1234.5000	283.5000	0	718.5000	198.0000	0	856.5000	1002.0000	0	655.5000	1050.0000	0	1213.5000	996.0000	0	369.0000	1005.0000	0	576.0000	990.0000	0																																	
207	1236.0000	285.0000	0	717.0000	199.5000	0	855.0000	1003.5000	0	654.0000	1051.5000	0	1212.0000	996.0000	0	369.0000	1005.0000	0	576.0000	990.0000	0																																	
208	1237.5000	285.0000	0	717.0000	198.0000	0	855.0000	1003.5000	0	652.5000	1051.5000	0	1210.5000	997.5000	0	369.0000	1005.0000	0	576.0000	990.0000	0																																	
209	1237.5000	285.0000	0	715.5000	196.5000	0	853.5000	1003.5000	0	651.0000	1050.0000	0	1212.0000	999.0000	0	369.0000	1003.5000	0	576.0000	990.0000	0																																	
210	1237.5000	283.5000	0	715.5000	198.0000	0	852.0000	1003.5000	0	651.0000	1050.0000	0	1213.5000	997.5000	0	367.5000	1003.5000	0	576.0000	990.0000	0																																	
211	1237.5000	283.5000	0	715.5000	198.0000	0	852.0000	1005.0000	0	651.0000	1050.0000	0	1212.0000	997.5000	0	367.5000	1005.0000	0	576.0000	990.0000	0																																	
212	1236.0000	285.0000	0	717.0000	198.0000	0	852.0000	1005.0000	0	651.0000	1053.0000	0	1212.0000	997.5000	0	366.0000	1005.0000	0	576.0000	988.5000	0																																	
213	1234.5000	285.0000	0	717.0000	198.0000	0	850.5000	1005.0000	0	651.0000	1054.5000	0	1212.0000	997.5000	0	372.8995	1003.1539	0	576.0000	990.0000	0																																	
214	1234.5000	288.0000	0	715.5000	196.5000	0	852.0000	1005.0000	0	651.0000	1053.0000	0	1210.5000	996.0000	0	367.5000	1005.0000	0	576.0000	990.0000	0																																	
215	1234.5000	288.0000	0	717.0000	198.0000	0	850.5000	1005.0000	0	649.5000	1053.0000	0	1212.0000	996.0000	0	367.5000	1005.0000	0	577.5000	990.0000	0																																	
216	1233.0000	288.0000	0	715.5000	199.5000	0	849.0000	1005.0000	0	649.5000	1053.0000	0	1213.5000	996.0000	0	366.0000	1005.0000	0	576.0000	990.0000	0																																	
217	1233.0000	289.5000	0	715.5000	198.0000	0	849.0000	1005.0000	0	648.0000	1053.0000	0	1213.5000	996.0000	0	366.0000	1005.0000	0	576.0000	990.0000	0																																	
218	1234.5000	288.0000	0	715.5000	198.0000	0	847.5000	1005.0000	0	646.5000	1054.5000	0	1213.5000	996.0000	0	363.0000	1009.5000	0	576.0000	991.5000	0																																	
219	1234.5000	288.0000	0	715.5000	199.5000	0	847.5000	1005.0000	0	646.5000	1056.0000	0	1215.0000	994.5000	0	366.0000	1006.5000	0	574.5000	991.5000	0																																	
220	1233.0000	288.0000	0	714.0000	201.0000	0	846.0000	1008.0000	0	645.0000	1056.0000	0	1215.0000	994.5000	0	364.5000	1008.0000	0																																				
221	1233.0000	288.0000	0	714.0000	201.0000	0	847.5000	1008.0000	0	645.0000	1054.5000	0	1215.0000	994.5000	0	363.0000	1008.0000	0																																				
222	1233.0000	288.0000	0	712.5000	204.0000	0	846.0000	1009.5000	0	646.5000	1054.5000	0	1213.5000	993.0000	0	363.0000	1008.0000	0																																				
223	1233.0000	288.0000	0	711.0000	204.0000	0	846.0000	1011.0000	0	645.0000	1054.5000	0	1213.5000	993.0000	0																																							
224	1231.5000	286.5000	0	709.5000	204.0000	0	846.0000	1011.0000	0	645.0000	1056.0000	0	1215.0000	993.0000	0																																							
225	1231.5000	286.5000	0	709.5000	204.0000	0	844.5000	1011.0000	0	645.0000	1054.5000	0	1213.5000	993.0000	0																																							
226	1231.5000	286.5000	0	709.5000	202.5000	0	844.5000	1009.5000	0	645.0000	1054.5000	0	1213.5000	993.0000	0																																							
227	1230.0000	288.0000	0	708.0000	202.5000	0	843.0000	1011.0000	0	645.0000	1056.0000	0	1212.0000	994.5000	0																																							
228	1230.0000	288.0000	0	708.0000	204.0000	0	844.5000	1009.5000	0	645.0000	1056.0000	0	1212.0000	994.5000	0																																							
229	1231.5000	288.0000	0	708.0000	205.5000	0	844.5000	1011.0000	0	645.0000	1056.0000	0	1213.5000	994.5000	0																																							
230	1231.5000	291.0000	0	709.5000	205.5000	0	841.5000	1012.5000	0	643.5000	1054.5000	0	1213.5000	993.0000	0																																							
231	1231.5000	289.5000	0	709.5000	204.0000	0	841.5000	1014.0000	0	642.0000	1054.5000	0	1213.5000	993.0000	0																																							
232	1230.0000	288.0000	0	709.5000	204.0000	0	841.5000	1012.5000	0	642.0000	1054.5000	0	1213.5000	993.0000	0																																							
233	1230.0000	288.0000	0	708.0000	202.5000	0	841.5000	1012.5000	0	640.5000	1054.5000	0	1212.0000	993.0000	0																																							
234	1230.0000	288.0000	0	708.0000	204.0000	0	840.0000	1014.0000	0	640.5000	1054.5000	0	1212.0000	993.0000	0																																							
235	1228.5000	289.5000	0	708.0000	204.0000	0	840.0000	1015.5000	0	637.5000	1057.5000	0	1210.5000	993.0000	0																																							
236	1227.0000	289.5000	0	706.5000	205.5000	0	840.0000	1015.5000	0	637.5000	1057.5000	0	1209.0000	994.5000	0																																							
237	1228.5000	289.5000	0	708.0000	205.5000	0	838.5000	1014.0000	0	637.5000	1057.5000	0	1209.0000	994.5000	0																																							
238	1227.0000	291.0000	0	706.5000	204.0000	0	838.5000	1014.0000	0	636.0000	1059.0000	0	1207.5000	994.5000	0																																							
239	1225.5000	292.5000	0	705.0000	205.5000	0	838.5000	1015.5000	0	634.5000	1059.0000	0																																										
240	1224.0000	292.5000	0	703.5000	205.5000	0	837.0000	1015.5000	0	633.0000	1060.5000	0																																										
