Frame	X5	Y5	Flag5	X6	Y6	Flag6	X3	Y3	Flag3	X7	Y7	Flag7	X2	Y2	Flag2	X4	Y4	Flag4	X1	Y1	Flag1	X8	Y8	Flag8
80	429.0000	510.0000	0	53.5189	920.2391	0	24.7898	875.2575	0	870.2307	487.2704	0	856.4225	445.1029	0									
81	427.5000	510.0000	0	53.9647	920.1806	0	25.1628	874.4017	0	871.2050	488.3840	0	855.8814	444.7938	0									
82	427.5000	511.5000	0	54.2218	920.4466	0	24.8079	875.4139	0	872.7896	486.9061	0	858.0418	443.2076	0									
83	427.5000	513.0000	0	53.8462	919.7505	0	25.9330	876.1785	0	873.4236	488.1927	0	857.1400	444.1271	0									
84	427.5000	511.5000	0	53.6915	919.9492	0	25.2195	875.9960	0	872.8062	488.9810	0	857.2609	445.2214	0									
85	426.0000	510.0000	0	54.4264	920.0813	0	24.6250	875.5984	0	873.4218	488.5059	0	856.2107	445.4835	0									
86	427.5000	510.0000	0	53.9855	919.8648	0	25.0388	875.0793	0	874.2675	488.2270	0	854.1931	447.2427	0									
87	427.5000	510.0000	0	53.2623	919.2155	0	25.5065	875.2626	0	875.0332	487.3725	0	855.4936	445.0434	0									
88	427.5000	511.5000	0	53.7379	919.3050	0	25.1596	874.9818	0	875.0655	486.7394	0	855.9230	444.5594	0									
89	430.5000	511.5000	0	53.3945	918.5635	0	24.9077	874.2966	0	875.2128	486.3972	0	855.0371	444.8386	0									
90	430.5000	510.0000	0	54.0109	918.6771	0	25.3243	873.2290	0	874.7125	487.5962	0	855.6872	443.3587	0									
91	430.5000	511.5000	0	53.4476	918.5204	0	24.9878	872.7145	0	873.4247	488.2079	0												
92	429.0000	510.0000	0	53.9761	918.9143	0	25.0464	872.9038	0	874.4812	488.1360	0												
93	429.0000	508.5000	0	54.0070	918.9828	0	25.2886	872.6342	0	875.6754	487.7400	0												
94	427.5000	508.5000	0	54.4181	919.5557	0	24.3049	872.1707	0	874.7728	486.9067	0												
95	426.0000	511.5000	0	54.8017	919.2607	0	24.0240	871.4250	0	875.2321	486.1300	0												
96	424.5000	507.0000	0	55.4681	919.7023	0	23.5317	871.8559	0	876.3220	486.4619	0												
97	424.5000	507.0000	0	54.1332	918.5429	0	23.8715	872.0388	0	876.3621	487.9332	0												
98	424.5000	508.5000	0	53.8721	918.3841	0	23.5798	871.5192	0	876.2185	486.4135	0												
99	423.0000	507.0000	0	52.7315	917.4526	0	23.7822	871.4475	0	877.6722	486.1305	0												
100	423.0000	507.0000	0	52.6215	917.3109	0	24.6825	870.8970	0	878.3135	484.9465	0												
101	424.5000	507.0000	0	52.1443	916.4531	0	25.3392	870.4526	0															
102	426.0000	507.0000	0	52.4763	916.8667	0	27.3138	868.7482	0															
103	424.5000	508.5000	0	51.8438	916.2718	0	28.5802	867.6610	0															
104	423.0000	510.0000	0	51.8793	916.6155	0	28.6167	866.9095	0															
105	421.5000	507.0000	0	51.0086	916.2035	0	27.3248	867.3782	0															
106	421.5000	507.0000	0	51.3382	916.8948	0	27.9204	866.8055	0															
107	423.0000	507.0000	0	50.7701	916.2160	0	29.0366	866.2769	0															
108	424.5000	507.0000	0	50.7326	916.5640	0	28.2942	865.5878	0															
109	423.0000	508.5000	0	50.3621	916.2033	0	28.1382	865.4072	0															
110	423.0000	507.0000	0	49.6787	915.1349	0	26.4754	866.2665	0															
111	423.0000	505.5000	0	50.2182	916.1413	0	29.2152	865.4232	0															
112	421.5000	505.5000	0	49.3369	915.4306	0	29.0490	865.4297	0															
113	423.0000	505.5000	0	50.1064	915.9193	0	27.2322	864.8705	0															
114	423.0000	504.0000	0	50.1410	915.5799	0	28.0326	866.7908	0															
115	423.0000	505.5000	0	50.3361	916.2703	0	28.8245	866.5588	0															
116	423.0000	507.0000	0	51.0551	916.5937	0	29.1753	866.0456	0															
117	421.5000	507.0000	0	50.9580	916.9528	0	29.3067	866.5420	0															
118	421.5000	508.5000	0	50.3340	916.4530	0	30.9531	865.4505	0															
119	420.0000	508.5000	0	49.8595	916.1646	0	31.8603	865.8031	0															
120	423.0000	508.5000	0	49.2053	915.7756	0	32.4676	864.9295	0															
121	421.5000	507.0000	0	48.9949	915.4265	0	31.1344	864.4068	0															
122	424.5000	510.0000	0	49.7142	916.3927	0	32.3410	864.0992	0															
123	424.5000	510.0000	0	49.7639	916.3681	0	31.1065	865.1911	0															
124	424.5000	510.0000	0	49.0186	915.9449	0	31.3660	865.9196	0															
125	423.0000	510.0000	0	48.9243	915.7117	0	31.2231	866.2829	0															
126	421.5000	508.5000	0	48.8439	915.4613	0	30.0040	866.7846	0															
127	423.0000	510.0000	0	48.2659	914.6872	0	29.0019	867.4161	0															
128	421.5000	510.0000	0	48.9091	914.9482	0	28.6201	866.5213	0															
129	423.0000	508.5000	0	48.7166	914.7800	0	28.8648	867.1494	0															
130	421.5000	507.0000	0	48.1815	914.0585	0	29.0103	866.6931	0															
131	420.0000	507.0000	0	47.9914	914.0595	0	27.9211	867.1182	0															
132	420.0000	507.0000	0	47.9366	913.9545	0	29.8920	866.3439	0															
133	417.0000	508.5000	0	47.7626	913.7233	0	30.9593	866.8913	0															
134	417.0000	508.5000	0	47.2503	912.9761	0	28.8114	865.1971	0															
135	418.5000	507.0000	0	47.7507	913.3152	0	27.5828	866.3111	0															
136	420.0000	505.5000	0	47.0595	912.7390	0	27.2676	865.9736	0															
137	418.5000	505.5000	0	46.9477	912.4486	0	25.6291	866.1662	0															
138	415.5000	501.0000	0	47.5327	913.0780	0																		
139	415.5000	504.0000	0	47.2245	912.5445	0																		
140	417.0000	502.5000	0																					
141	415.5000	499.5000	0																					
142	418.5000	499.5000	0																					
143	418.5000	499.5000	0																					
144	420.0000	498.0000	0																					
145	417.0000	498.0000	0																					
146	415.5000	499.5000	0																					
147	417.0000	501.0000	0																					
148	418.5000	502.5000	0																					
149	418.5000	501.0000	0																					
150	420.0000	502.5000	0																					
151	420.0000	501.0000	0																					
152	420.0000	501.0000	0																					
153	418.5000	504.0000	0																					
154	418.5000	502.5000	0																					
155	418.5000	501.0000	0																					
156	417.0000	502.5000	0																					
