Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9
Tracks 1 to 9
142	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	432.00000	 	967.50000	447.00000	 	229.50000	87.00000	 	 	 	 	 	 	 
143	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	430.50000	 	967.50000	447.00000	 	229.50000	85.50000	 	 	 	 	 	 	 
144	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	430.50000	 	967.50000	447.00000	 	229.50000	85.50000	 	 	 	 	 	 	 
145	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	430.50000	 	966.00000	447.00000	 	229.50000	87.00000	 	 	 	 	 	 	 
146	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	430.50000	 	967.50000	447.00000	 	229.50000	87.00000	 	 	 	 	 	 	 
147	 	 	 	 	 	 	 	 	 	 	 	 	129.80338	430.23621	 	966.00000	445.50000	 	 	 	 	 	 	 	 	 	 
148	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	966.00000	445.50000	 	229.50000	85.50000	*	 	 	 	 	 	 
149	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	430.50000	*	966.00000	445.50000	 	229.50000	85.50000	 	 	 	 	 	 	 
150	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	430.50000	 	 	 	 	229.50000	85.50000	 	 	 	 	 	 	 
151	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	430.50000	 	 	 	 	231.00000	85.50000	 	 	 	 	 	 	 
152	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	430.50000	 	 	 	 	229.50000	85.50000	 	 	 	 	 	 	 
153	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	430.50000	 	966.00000	445.50000	*	 	 	 	 	 	 	 	 	 
154	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	966.00000	444.00000	 	229.50000	85.50000	*	 	 	 	 	 	 
155	 	 	 	 	 	 	 	 	 	 	 	 	123.00000	429.00000	*	966.00000	445.50000	 	228.00000	85.50000	 	 	 	 	 	 	 
156	 	 	 	 	 	 	 	 	 	 	 	 	123.00000	429.00000	 	 	 	 	228.00000	87.00000	 	616.47045	337.04493	 	 	 	 
157	 	 	 	 	 	 	 	 	 	 	 	 	123.00000	429.00000	 	 	 	 	229.50000	87.00000	 	 	 	 	 	 	 
158	 	 	 	 	 	 	 	 	 	 	 	 	123.00000	429.00000	 	 	 	 	228.00000	87.00000	 	616.53038	337.55921	*	 	 	 
159	 	 	 	 	 	 	 	 	 	 	 	 	123.00000	430.50000	 	 	 	 	228.00000	87.00000	 	616.29555	340.00147	 	 	 	 
160	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	228.00000	87.00000	 	616.38960	340.39068	 	 	 	 
161	 	 	 	 	 	 	 	 	 	 	 	 	121.50000	429.00000	*	 	 	 	 	 	 	616.49752	340.08511	 	 	 	 
162	 	 	 	 	 	 	 	 	 	 	 	 	121.50000	429.00000	 	 	 	 	226.50000	87.00000	*	616.78298	341.85863	 	 	 	 
163	 	 	 	 	 	 	 	 	 	 	 	 	107.01378	429.47144	 	 	 	 	 	 	 	616.66555	340.73471	 	 	 	 
164	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	228.00000	87.00000	*	616.41556	338.41620	 	 	 	 
165	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	228.00000	87.00000	 	616.49481	340.64017	 	 	 	 
166	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	228.00000	87.00000	 	616.30830	337.23781	 	 	 	 
167	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	226.50000	87.00000	 	616.20286	337.22184	 	 	 	 
168	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	226.50000	87.00000	 	616.28700	338.73559	 	 	 	 
169	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	226.50000	87.00000	 	616.47875	338.74070	 	 	 	 
170	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	226.50000	88.50000	 	616.52487	340.17891	 	 	 	 
171	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	616.25691	339.63914	 	 	 	 
172	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	226.50000	88.50000	*	616.48050	340.12022	 	 	 	 
173	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	226.50000	88.50000	 	617.00516	341.65521	 	 	 	 
174	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	948.25633	444.08220	 	 	 	 	617.10697	341.41924	 	 	 	 
175	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	225.00000	88.50000	*	616.23482	339.29855	 	 	 	 
176	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	948.33436	443.39066	*	225.00000	88.50000	 	 	 	 	 	 	 
177	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	948.52193	444.84234	 	225.00000	88.50000	 	 	 	 	 	 	 
178	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	225.00000	88.50000	 	615.61309	339.93202	*	 	 	 
179	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	948.96728	443.10980	*	226.50000	88.50000	 	616.13102	341.16251	 	 	 	 
180	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	225.00000	90.00000	 	616.52982	342.41949	 	 	 	 
181	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	948.20233	444.40541	*	225.00000	88.50000	 	 	 	 	 	 	 
182	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	225.00000	88.50000	 	615.89167	340.28228	*	 	 	 
183	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	947.92304	446.62127	*	225.00000	90.00000	 	615.51585	339.58098	 	 	 	 
184	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	947.93012	445.18692	 	 	 	 	615.37842	338.61464	 	 	 	 
185	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	948.00967	442.51256	 	225.00000	88.50000	*	615.33387	338.82188	 	 	 	 
186	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	225.00000	90.00000	 	615.17505	339.70594	 	 	 	 
187	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	947.73771	442.53248	*	225.00000	88.50000	 	615.13017	339.06136	 	 	 	 
188	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	947.88057	441.42948	 	225.00000	87.00000	 	615.10356	339.02777	 	 	 	 
189	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	225.00000	88.50000	 	615.11005	339.66935	 	 	 	 
190	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	948.17267	441.61505	*	225.00000	88.50000	 	615.03144	339.43497	 	 	 	 
191	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	225.00000	87.00000	 	614.87330	337.81238	 	 	 	 
192	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	947.83629	441.48493	*	225.00000	88.50000	 	614.65694	337.15363	 	 	 	 
193	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	947.79319	441.13549	 	225.00000	88.50000	 	614.70322	337.82544	 	 	 	 
194	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	947.49325	441.36429	 	223.50000	87.00000	 	614.79287	337.32828	 	 	 	 
195	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	947.57150	442.92203	 	225.00000	87.00000	 	614.64883	338.94173	 	1177.12706	797.90515	 
196	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	223.50000	87.00000	 	614.90928	337.60316	 	 	 	 
197	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	223.50000	87.00000	 	615.06098	338.25974	 	 	 	 
198	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	223.50000	87.00000	 	615.45341	340.46999	 	 	 	 
199	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	223.50000	87.00000	 	614.99363	337.92230	 	1197.00000	798.00000	*
200	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	615.26281	339.28959	 	 	 	 
