Frame	X3	Y3	Flag3	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X2	Y2	Flag2	X1	Y1	Flag1	X5	Y5	Flag5	X4	Y4	Flag4	X6	Y6	Flag6
79	595.5000	532.5000	0	558.0000	517.5000	0	183.0000	649.5000	0																		
80	597.0000	531.0000	0	558.0000	519.0000	0	183.0000	649.5000	0																		
81	597.0000	531.0000	0	558.0000	517.5000	0	184.5000	649.5000	0																		
82	598.5000	529.5000	0	558.0000	519.0000	0	186.0000	649.5000	0																		
83	597.0000	529.5000	0	556.5000	517.5000	0	186.0000	651.0000	0																		
84	597.0000	531.0000	0	556.5000	517.5000	0	186.0000	651.0000	0																		
85	597.0000	529.5000	0	556.5000	516.0000	0	187.5000	651.0000	0																		
86	597.0000	529.5000	0	556.5000	517.5000	0																					
87	595.5000	528.0000	0	556.5000	517.5000	0																					
88	595.5000	526.5000	0	556.5000	517.5000	0																					
89	595.5000	526.5000	0	556.5000	519.0000	0																					
90	597.0000	528.0000	0	555.0000	519.0000	0																					
91	597.0000	528.0000	0	555.0000	519.0000	0																					
92	597.0000	529.5000	0	555.0000	519.0000	0																					
93	597.0000	529.5000	0	556.5000	519.0000	0																					
94	598.5000	529.5000	0	556.5000	519.0000	0																					
95	597.0000	529.5000	0	556.5000	519.0000	0																					
96	597.0000	529.5000	0	556.5000	519.0000	0																					
97	597.0000	529.5000	0	556.5000	517.5000	0																					
98	598.5000	529.5000	0	556.5000	517.5000	0																					
99	598.5000	529.5000	0	558.0000	519.0000	0																					
100	597.0000	529.5000	0	556.5000	517.5000	0																					
101	597.0000	529.5000	0	556.5000	517.5000	0																					
102	597.0000	531.0000	0	556.5000	519.0000	0																					
103	597.0000	529.5000	0	558.0000	519.0000	0																					
104	597.0000	531.0000	0																								
105	597.0000	531.0000	0																								
106	595.5000	532.5000	0																								
107	595.5000	532.5000	0																								
108	597.0000	532.5000	0																								
109	595.5000	534.0000	0																								
110	595.5000	534.0000	0																								
111	595.5000	532.5000	0																								
112	595.5000	532.5000	0																								
113	595.5000	534.0000	0																								
114	598.5000	534.0000	0																								
115	597.0000	531.0000	0																								
116	597.0000	532.5000	0																								
117	597.0000	532.5000	0																								
118	597.0000	531.0000	0																								
119	597.0000	529.5000	0																								
120	597.0000	531.0000	0																								
121	597.0000	531.0000	0																								
122	598.5000	531.0000	0																								
123	597.0000	531.0000	0																								
124	598.5000	531.0000	0																								
125	598.5000	531.0000	0																								
126	598.5000	531.0000	0																								
127	598.5000	531.0000	0																								
128	597.0000	532.5000	0																								
129	597.0000	532.5000	0																								
130	597.0000	532.5000	0																								
131	595.5000	532.5000	0																								
132	597.0000	532.5000	0																								
133	595.5000	532.5000	0																								
134	597.0000	534.0000	0																								
135	597.0000	534.0000	0																								
136	595.5000	532.5000	0																								
137	592.5000	531.0000	0																								
