Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17	X18	Y18	Flag18	X19	Y19	Flag19	X20	Y20	Flag20	X21	Y21	Flag21	X22	Y22	Flag22	X23	Y23	Flag23	X24	Y24	Flag24	X25	Y25	Flag25	X26	Y26	Flag26	X27	Y27	Flag27	X28	Y28	Flag28	X29	Y29	Flag29	X30	Y30	Flag30	X31	Y31	Flag31	X32	Y32	Flag32	X33	Y33	Flag33	X34	Y34	Flag34	X35	Y35	Flag35	X36	Y36	Flag36	X37	Y37	Flag37	X38	Y38	Flag38	X39	Y39	Flag39
Tracks 1 to 39
138	801.5625	34.0	*	1294.65	939.65	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	154.9375	522.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
139	843.1	451.1	*	1293.1666	937.625	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	127.416664	524.0833	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140	842.54	452.9	*	1304.2778	115.166664	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	390.72223	877.0	*	820.8333	3.8809524	 	781.8158	41.710526	*	649.5625	325.5	*	14.65	1010.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141	578.2241	199.1207	*	1288.5	77.42308	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	391.81818	879.1818	*	1073.75	105.291664	*	1380.1842	267.07895	*	390.08823	724.5	*	33.54762	804.8333	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
142	380.3421	3.3421052	*	1287.5588	76.97059	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	387.14	882.74	*	1381.2368	266.76315	*	497.55264	760.3421	*	389.61765	719.91174	*	33.785713	803.1429	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
143	1049.4333	115.566666	*	1295.8478	78.58696	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	386.4565	886.413	*	1391.7778	286.8889	*	586.7941	927.14703	*	569.3823	1002.08826	*	858.76666	848.63336	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
144	1055.6333	101.03333	*	804.55884	61.97059	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	386.16666	886.625	*	1287.4	933.55	*	565.15	1000.85	*	12.1875	513.6875	*	778.43335	50.633335	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
145	798.3	53.86	*	469.0	79.125	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	390.0	883.5	*	1289.6	930.8	*	566.3947	999.9211	*	246.1842	468.8684	*	1126.0264	382.23685	*	20.9	789.63336	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
146	1116.9	357.2	*	239.61765	399.91177	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	388.15384	882.61536	*	1284.2778	931.44446	*	413.79166	1034.3334	*	239.84782	473.63043	*	1278.6875	629.3125	*	572.56665	737.56665	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
147	1116.5667	357.36667	*	128.94	527.14	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	388.14	883.18	*	1150.25	802.5833	*	564.6111	1001.6111	*	33.735294	805.44116	*	1283.5	639.56665	*	575.35	188.7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148	1121.5476	383.83334	*	234.05	478.25	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	388.68518	882.6111	*	1149.375	802.0625	*	566.44116	1002.67645	*	20.041666	790.7083	*	1372.95	524.1	*	578.76086	169.84782	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
149	1121.875	365.6875	*	237.03847	406.80768	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	386.2857	884.0	*	1150.1875	802.0625	*	562.75	1003.25	*	593.1786	726.2857	*	1114.9286	358.7143	*	647.8913	325.5435	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150	1111.9117	358.02942	*	235.71428	408.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	388.35715	884.8929	*	1374.1	301.5	*	566.5909	1003.5909	*	573.23914	736.54346	*	996.67645	202.26471	*	246.91176	469.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151	1069.4259	106.203705	*	233.1923	406.46155	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	386.1087	887.9783	*	1149.7	803.15	*	565.1	1004.46	*	361.15384	721.6923	*	638.63336	307.63333	*	232.83333	477.36667	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
152	1051.1	106.7	*	234.64285	406.10715	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	388.79166	888.5	*	1111.4131	367.93478	*	568.5	1004.7917	*	327.15216	608.1087	*	749.3889	269.98148	*	233.5	476.1875	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
153	1114.6177	365.85294	*	233.1	404.54	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	387.57407	888.9074	*	1326.1	311.03333	*	570.08826	1006.6177	*	128.13637	542.5	*	768.625	280.4375	*	130.1	533.45	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
154	1089.5385	496.5	*	233.59091	405.4091	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	387.54	889.1	*	1051.25	106.15	*	482.19565	1078.6305	*	134.375	536.6667	*	586.1	185.83333	*	129.16667	531.9667	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
155	1107.738	363.59525	*	234.5	404.79166	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	333.6111	969.8889	*	811.4524	64.309525	*	481.0	1078.6666	*	154.82143	513.5714	*	245.2931	201.1207	*	258.36667	480.83334	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
156	1112.25	369.625	*	233.84616	404.15384	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	386.81033	885.0517	*	811.5	65.84615	*	479.31818	1078.6818	*	661.0789	481.8158	*	830.4048	458.88095	*	584.6429	927.3214	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
157	828.5	459.8684	*	235.5	404.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	385.0926	883.5741	*	134.78572	536.8571	*	734.4167	997.1667	*	16.444445	1008.8889	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158	827.0625	461.25	*	236.08621	404.22415	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	386.0	881.2857	*	136.22223	538.55554	*	2.4473684	1016.0263	*	142.72223	530.64813	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
159	825.2826	462.58694	*	236.59091	403.4091	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	387.20834	880.5	*	149.28261	545.76086	*	391.55884	721.2647	*	246.23685	480.8684	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160	824.54	463.9	*	240.58	402.7	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	389.5	880.6739	*	283.15216	92.71739	*	15.029411	1009.5	*	586.5	208.85715	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161	822.0	464.0	*	237.5	403.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	388.97827	882.1087	*	237.67647	124.85294	*	112.6	922.6	*	800.4583	60.666668	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
162	822.6875	465.1875	*	237.06	406.58	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	391.05	883.7	*	368.83334	23.033333	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
163	825.2241	464.77585	*	239.28261	406.41306	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	394.0	885.5	*	263.1316	445.71054	*	 	 	 	 	 	 	 	 	 	 	 	 	1266.8334	128.5	 	1319.6305	303.84784	*	1314.1875	306.125	*	145.6875	534.8125	*	126.833336	545.1667	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
164	822.9138	466.77585	*	236.06	405.58	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	390.0926	885.7593	*	125.0	548.6875	*	 	 	 	 	 	 	 	 	 	 	 	 	1305.0	47.5	*	1383.2307	298.3846	*	1084.0333	369.1	*	122.2	553.35	*	46.833332	268.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
165	825.8214	467.32144	*	237.65	404.95	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	392.0	887.5	*	126.05556	545.94446	*	 	 	 	 	 	 	 	 	 	 	 	 	474.125	143.4375	*	1018.32355	1018.5	*	505.77585	612.569	*	122.666664	554.25	*	46.590908	273.77274	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
166	964.06525	219.76086	*	149.63333	545.9	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	387.1087	889.7174	*	41.74138	279.2586	*	 	 	 	 	 	 	 	 	 	 	 	 	466.14706	138.61765	*	1079.3	1028.9	*	585.64813	928.0185	*	462.76666	133.9	*	771.0	56.5625	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
167	1266.6765	128.91176	*	255.6579	453.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	584.53845	926.6539	*	261.5625	93.4375	*	 	 	 	 	 	 	 	 	 	 	 	 	479.44736	125.710526	*	1077.3948	1043.5	*	871.8461	877.6539	*	467.9091	166.04546	*	469.7143	178.42857	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168	1267.0	129.04167	*	126.5	545.2778	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	392.0	887.5	*	485.05554	121.77778	*	 	 	 	 	 	 	 	 	 	 	 	 	796.2	58.3	*	910.2	862.75	*	1070.881	117.54762	*	122.55882	554.6177	*	1261.9286	158.30952	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
169	1266.0625	128.3125	*	145.83333	560.1	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	388.0	888.0	*	371.6579	22.657894	*	 	 	 	 	 	 	 	 	 	 	 	 	1052.7142	122.42857	*	998.8125	1028.4375	*	1296.6818	46.090908	*	259.22415	454.9138	*	1087.9736	373.07895	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170	1070.5	111.75	*	124.23913	550.2826	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	390.0926	885.4259	*	374.75	21.75	*	 	 	 	 	 	 	 	 	 	 	 	 	909.2059	215.32353	*	1078.625	1036.75	*	1438.5588	222.67647	*	45.911766	281.61765	*	1140.2222	532.8333	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171	1051.2368	116.5	*	42.462963	287.3889	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	387.9074	884.5741	*	371.5	22.5	*	 	 	 	 	 	 	 	 	 	 	 	 	812.7778	468.1111	*	633.36365	864.6818	*	1266.7941	129.85294	*	592.3333	220.33333	*	1174.1522	111.76087	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
172	1056.9828	114.98276	*	45.5	287.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	389.94446	885.0926	*	373.0	19.5	*	 	 	 	 	 	 	 	 	 	 	 	 	817.7	470.62	*	571.5	945.5476	*	1266.1538	130.15384	*	823.7857	1.5476191	*	1260.9445	158.31482	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
173	1052.95	94.85	*	42.9	288.46	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	385.7857	885.5476	*	592.1316	222.02632	*	 	 	 	 	 	 	 	 	 	 	 	 	817.1667	471.625	*	570.6177	947.55884	*	1258.9706	167.85294	*	820.53845	2.6923077	*	1382.6578	532.1842	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
174	1063.7354	108.73529	*	43.884617	287.15384	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	385.29166	884.7917	*	796.62	67.58	*	 	 	 	 	 	 	 	 	 	 	 	 	816.9667	473.36667	*	571.76666	944.43335	*	1287.3889	63.166668	*	821.4048	2.7857144	*	1366.7963	522.0926	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
175	981.56665	193.46666	*	45.13158	285.9737	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	385.94	885.58	*	986.0455	199.95454	*	 	 	 	 	 	 	 	 	 	 	 	 	1140.2059	530.91174	*	632.8333	860.8333	*	1293.1666	55.5	*	584.6579	222.44737	*	1382.7858	542.4048	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
176	1052.25	119.625	*	43.0	286.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	381.7963	885.2778	*	1046.9286	112.21429	*	 	 	 	 	 	 	 	 	 	 	 	 	1138.4565	531.1087	*	816.2895	473.8684	*	1175.0172	111.844826	*	615.3125	190.6875	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
177	985.1957	200.54347	*	47.5	286.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	383.9138	884.9483	*	1266.7174	127.934784	*	 	 	 	 	 	 	 	 	 	 	 	 	1140.1666	531.3571	*	819.7593	474.9074	*	1303.125	51.875	*	624.4474	187.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178	831.1667	489.63333	*	42.5	285.71054	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	383.0	885.5	*	449.35	179.15	*	 	 	 	 	 	 	 	 	 	 	 	 	872.8684	875.9737	*	570.66	946.98	*	163.97058	550.5	*	375.7353	1050.7354	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
179	590.5714	741.75	*	42.166668	286.625	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	386.6905	885.4524	*	467.85294	67.85294	*	 	 	 	 	 	 	 	 	 	 	 	 	570.87036	946.3889	*	376.9375	1049.125	*	153.72223	560.8889	*	519.0833	731.7083	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
180	570.8333	946.0833	*	42.863636	287.04544	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	385.5	887.5	*	466.77777	138.38889	*	 	 	 	 	 	 	 	 	 	 	 	 	379.3421	1048.3422	*	166.14706	920.3823	*	144.63043	567.23914	*	819.03845	475.80768	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181	386.38235	888.08826	*	150.5	568.2619	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	375.61765	1050.9117	*	460.2143	126.59524	*	 	 	 	 	 	 	 	 	 	 	 	 	1.6071428	697.5714	*	873.35	873.45	*	816.7759	476.67242	*	975.14	196.1	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
182	390.60526	887.5	*	320.65384	267.92307	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	378.13635	1052.1364	*	613.9375	192.0625	*	 	 	 	 	 	 	 	 	 	 	 	 	14.071428	985.6429	*	1151.8529	799.67645	*	590.625	741.3125	*	1302.8334	61.033333	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
183	386.5625	888.8125	*	462.0263	153.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	375.5	1050.5	*	452.22726	106.181816	*	 	 	 	 	 	 	 	 	 	 	 	 	137.02174	549.15216	*	1271.5	945.0	*	771.7	67.38	*	1239.6333	159.96666	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
184	384.5	889.7917	*	614.23334	191.36667	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	374.4091	1049.591	*	621.4231	187.65384	*	 	 	 	 	 	 	 	 	 	 	 	 	137.7	548.63336	*	1373.0333	548.23334	*	1273.5952	62.5	*	158.9375	535.875	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
185	386.01852	888.3889	*	615.3125	190.875	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	376.9	1051.06	*	603.0	184.75	*	 	 	 	 	 	 	 	 	 	 	 	 	138.46297	547.9074	*	1381.06	545.9	*	1369.3422	299.76315	*	318.5625	620.375	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
