Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17
Tracks 1 to 17
200	1141.8221	459.28903	*	14.245645	163.27979	*	97.70548	178.35068	*	355.99628	211.3397	*	277.37366	284.92657	*	885.6493	423.71317	*	1243.7487	534.6198	*	399.6144	523.77966	*	1281.7152	723.016	*	634.9507	601.8253	*	516.0618	679.85315	*	718.2349	922.6528	*	424.17368	725.34985	*	601.46826	837.49194	*	 	 	 	 	 	 	1264.4078	2.6842105	 
201	1141.4728	459.18997	*	14.111111	164.31645	*	97.18608	177.52911	*	355.82727	211.07483	*	277.33957	285.07578	*	885.7152	423.82413	*	1242.6692	534.5801	*	398.86057	524.1216	*	1281.8723	723.70874	*	634.19214	601.57684	*	515.7566	680.20905	*	718.83185	923.05414	*	424.06204	725.73517	*	601.8474	837.53174	*	 	 	 	 	 	 	1264.85	2.75625	 
202	1141.7242	459.63577	*	13.717707	164.65457	*	96.98446	177.27011	*	355.36063	210.77222	*	277.333	285.06577	*	886.55896	424.01367	*	1242.1567	534.71436	*	398.16055	524.09	*	1281.1923	723.9477	*	633.48956	601.76636	*	515.5111	680.4527	*	719.4684	923.87213	*	423.65744	725.5918	*	603.5361	837.7996	*	 	 	 	 	 	 	1265.1316	2.9093568	 
203	1141.144	459.7788	*	13.454714	165.00705	*	97.36874	177.18504	*	355.34842	210.29617	*	277.39066	284.99954	*	886.6238	424.39005	*	1241.8132	534.5198	*	398.4439	522.91296	*	1281.6885	723.9022	*	633.621	601.0299	*	516.1171	680.8931	*	719.1561	924.02826	*	424.12933	725.5068	*	603.6548	837.6008	*	 	 	 	 	 	 	1265.0808	2.8413174	 
204	1141.1909	459.5787	*	13.572794	165.03824	*	97.445656	176.46649	*	355.4291	210.0667	*	277.35175	284.84283	*	886.1902	423.7865	*	1242.0002	534.8125	*	398.8771	521.8795	*	1282.2335	723.1638	*	634.8206	599.9333	*	516.8513	680.2664	*	719.069	923.00977	*	424.40225	725.4306	*	603.7514	837.1939	*	 	 	 	 	 	 	1266.3286	2.9285715	 
205	1141.7852	460.06442	*	13.560428	164.74908	*	97.33659	177.05713	*	355.66138	210.59561	*	277.44675	284.92923	*	886.23096	423.7515	*	1242.2416	535.82825	*	398.28452	521.02203	*	1281.8014	722.8581	*	635.9916	599.47144	*	517.39087	680.0202	*	719.2028	922.89636	*	424.71967	725.9718	*	604.65466	836.2291	*	 	 	 	 	 	 	1266.099	3.2664974	 
206	1141.9109	459.62357	*	13.403057	164.01157	*	96.49501	177.79674	*	356.03293	211.48933	*	277.43246	284.92572	*	886.4718	424.12555	*	1242.3828	534.9553	*	397.5917	520.6189	*	1281.1533	722.20593	*	636.3751	599.57874	*	517.9484	679.8476	*	719.5514	922.67596	*	425.38342	726.18054	*	604.84863	835.87994	*	 	 	 	 	 	 	1265.3777	3.0585105	 
207	1142.5057	458.99307	*	13.224681	164.1504	*	95.75534	178.9348	*	356.02686	211.98482	*	277.3483	285.02258	*	887.05005	424.3274	*	1241.7302	534.6127	*	397.15808	520.7184	*	1280.9928	722.05444	*	636.3707	599.624	*	518.07654	679.1456	*	719.30133	923.49554	*	425.84482	726.13525	*	604.7563	835.228	*	 	 	 	 	 	 	1265.0701	3.2874396	 
208	1141.4067	458.68918	*	13.203759	163.41956	*	95.68573	179.19762	*	356.50095	212.5952	*	277.34506	285.09775	*	886.98773	423.93216	*	1241.6921	534.28174	*	396.23218	520.7484	*	1281.2252	721.61005	*	636.0112	599.69507	*	517.63306	678.68915	*	718.59125	924.0069	*	425.38684	726.8653	*	604.7284	835.019	*	 	 	 	 	 	 	1264.995	3.235	 
209	1141.8417	459.35876	*	13.163142	162.68051	*	95.449524	179.16849	*	357.04108	213.20682	*	277.3964	285.01562	*	887.2597	423.95535	*	1242.0259	534.99255	*	395.62146	521.5872	*	1281.9668	721.3066	*	635.9405	599.13306	*	517.38403	677.6999	*	719.37946	923.4742	*	425.45224	726.9843	*	605.54877	834.7262	*	 	 	 	 	 	 	1264.9193	3.0698924	 
210	1141.7512	460.1298	*	13.053531	162.40282	*	95.43327	179.0192	*	356.95193	213.12842	*	277.41595	284.95892	*	887.61707	423.72375	*	1241.5836	535.19904	*	395.90784	521.60596	*	1282.5435	721.70953	*	635.5708	597.95746	*	517.36487	678.0669	*	719.7282	922.59644	*	424.93448	726.9818	*	604.99695	833.858	*	 	 	 	 	 	 	1265.6945	2.9833333	 
211	1141.714	460.27026	*	13.577092	162.90088	*	95.64259	179.13025	*	357.1276	212.52779	*	277.45334	284.93304	*	887.715	423.60922	*	1241.5563	535.0477	*	396.2136	521.91797	*	1282.5161	721.791	*	635.75757	597.39905	*	516.7265	677.38184	*	719.9069	922.4098	*	424.58545	726.5341	*	603.6079	833.19946	*	 	 	 	 	 	 	1265.9598	3.0508022	 
212	1141.6324	460.42303	*	13.791367	162.30864	*	95.293785	179.21147	*	357.15228	211.70241	*	277.38013	284.9044	*	887.88794	424.03842	*	1241.5911	534.591	*	396.68628	521.9773	*	1282.4148	721.69293	*	635.81903	597.3305	*	516.81647	676.5255	*	720.592	922.41425	*	424.05188	725.5919	*	602.54205	833.98486	*	 	 	 	 	 	 	1267.0509	2.8173652	 
213	1141.5436	460.5859	*	13.992908	162.32765	*	95.03874	178.9365	*	357.68896	212.97772	*	277.32013	284.88538	*	888.2805	424.24683	*	1241.5778	534.3116	*	396.74612	521.016	*	1282.3005	721.72876	*	635.82184	596.88745	*	517.1459	677.0342	*	720.76697	922.14197	*	423.87924	725.02423	*	602.1091	834.02106	*	 	 	 	 	 	 	1266.7662	2.8491125	 
214	1142.2914	461.35	*	13.904438	162.62599	*	95.27778	178.74043	*	358.61322	212.93289	*	277.34134	284.87985	*	888.579	424.45493	*	1241.779	534.50226	*	396.40155	520.5267	*	1281.3505	722.6208	*	637.3761	596.6386	*	517.7172	677.07764	*	720.5334	921.7983	*	424.0515	724.4731	*	602.6135	833.86993	*	 	 	 	 	 	 	1266.9503	2.8918128	 
215	1143.6257	461.5045	*	13.966192	163.02385	*	95.22108	178.73776	*	358.43475	212.8616	*	277.4156	284.95337	*	888.62787	424.54855	*	1241.6614	534.47754	*	396.6361	520.45966	*	1281.492	722.5875	*	638.20306	596.9789	*	518.51764	677.4196	*	720.6591	921.8819	*	423.93057	724.35254	*	602.79877	833.6329	*	 	 	 	 	 	 	1266.4739	3.1230366	 
216	1144.4497	461.5144	*	13.817266	163.44965	*	95.51092	178.77148	*	358.99417	213.0436	*	277.43896	284.99905	*	888.5738	424.26147	*	1241.3922	533.454	*	396.43573	519.83984	*	1280.6295	722.19006	*	638.9706	597.5096	*	518.71533	677.10187	*	720.9225	922.6056	*	425.24524	724.3803	*	602.43005	833.9773	*	 	 	 	 	 	 	1266.7279	3.3744185	 
217	1144.0509	462.00882	*	13.479321	163.7548	*	95.14582	178.9167	*	358.32938	212.98349	*	277.3589	285.03833	*	887.71985	424.04764	*	1240.5094	533.156	*	396.172	519.82947	*	1280.3542	722.2788	*	638.6471	598.2272	*	518.61005	677.0817	*	720.86725	922.7821	*	425.19287	724.13336	*	601.7791	833.89404	*	 	 	 	 	 	 	1265.9257	3.1564102	 
218	1144.3734	461.26028	*	13.534407	163.59663	*	95.07293	179.55743	*	357.75687	212.6669	*	277.27252	285.17725	*	888.65765	423.6565	*	1240.6536	533.6085	*	396.29697	519.867	*	1281.1016	722.7151	*	639.6352	598.50476	*	518.776	676.9657	*	721.91486	923.16486	*	425.2558	724.04443	*	601.0445	834.1367	*	 	 	 	 	 	 	1266.2524	3.2961166	 
219	1144.7228	461.08255	*	13.393363	163.64095	*	95.01207	180.06036	*	357.33466	212.06078	*	277.27756	285.18085	*	888.9548	423.64294	*	1241.5188	534.028	*	396.45712	520.2375	*	1281.3912	722.49347	*	639.8666	599.0107	*	518.6864	677.4019	*	723.22504	922.5197	*	425.06622	724.31793	*	601.1232	834.3593	*	 	 	 	 	 	 	1267.4117	3.3235295	 
220	1144.7639	461.41843	*	13.650255	163.20824	*	95.16151	179.7082	*	357.94485	212.54141	*	277.38333	285.09637	*	888.6263	424.20438	*	1241.7319	533.47	*	396.68164	520.28485	*	1282.2153	722.6655	*	640.6171	598.50653	*	518.8429	677.2267	*	723.3925	922.0836	*	425.50504	724.42645	*	600.959	834.9231	*	 	 	 	 	 	 	1267.0938	3.203125	 
221	1144.6497	461.96652	*	13.814162	163.28073	*	94.301735	178.97174	*	358.32053	212.776	*	277.479	284.9193	*	888.5616	424.0131	*	1241.7347	533.0466	*	396.80048	519.88446	*	1282.2141	722.32935	*	640.68994	597.92114	*	518.8546	677.7963	*	722.88513	922.0419	*	425.76175	723.8488	*	601.27594	834.7942	*	 	 	 	 	 	 	1266.455	3.26	 
222	1143.5256	461.74695	*	13.733334	162.78116	*	94.063416	179.08531	*	358.0452	212.49344	*	277.42795	284.7054	*	888.1007	423.93665	*	1241.0947	532.903	*	397.4728	519.0485	*	1281.6292	722.42975	*	640.74695	597.8815	*	518.4884	677.0757	*	722.8845	921.18506	*	426.25467	724.13043	*	600.5047	834.97095	*	 	 	 	 	 	 	1265.4893	3.0913978	 
223	1143.0985	462.25638	*	13.777698	162.42445	*	93.66393	179.32149	*	358.5305	212.60689	*	277.46445	284.63943	*	888.1687	423.43655	*	1241.4811	532.1909	*	397.45273	519.0497	*	1281.4819	722.8853	*	641.1737	597.90594	*	518.2656	677.6438	*	723.3052	920.577	*	426.2585	724.28436	*	600.2	835.0566	*	 	 	 	 	 	 	1266.1067	2.9438202	 
224	1142.7122	462.34708	*	13.565202	160.88242	*	93.35194	178.06902	*	357.80353	212.80635	*	277.40802	284.6802	*	887.7943	423.1559	*	1241.6698	531.52155	*	397.19437	519.275	*	1281.3253	722.5172	*	642.1216	598.1595	*	518.4283	678.09265	*	722.15204	920.99884	*	425.8009	723.7919	*	601.17	834.98914	*	 	 	 	 	 	 	1266.1802	2.889535	 
225	1141.8546	463.40277	*	13.308096	161.02249	*	93.07415	177.59387	*	358.2223	212.91234	*	277.34952	284.8631	*	887.8044	423.19736	*	1241.2535	531.2512	*	396.3812	520.2376	*	1281.4941	722.22723	*	642.46027	598.8583	*	518.5302	678.5051	*	723.0199	921.3336	*	425.61646	723.2902	*	601.3169	835.3376	*	 	 	 	 	 	 	1266.4362	2.5496454	 
226	1142.3239	463.76538	*	13.2722845	161.64232	*	93.64784	177.52902	*	358.24567	213.14027	*	277.4228	285.00024	*	888.0032	423.04257	*	1241.8982	531.04144	*	396.60516	520.8116	*	1280.9252	722.7396	*	642.75305	599.0545	*	519.0628	678.06976	*	722.7424	921.40765	*	425.54965	723.11804	*	601.51935	834.99835	*	 	 	 	 	 	 	1267.05	2.25	 
227	1142.8522	464.01547	*	13.364684	161.72974	*	93.37982	178.34717	*	358.4897	213.07872	*	277.34732	285.0705	*	888.2612	423.37357	*	1241.4368	530.246	*	396.7966	520.9898	*	1281.7316	722.9893	*	641.9516	599.35736	*	519.15533	677.7648	*	723.13214	922.07245	*	424.95258	723.27484	*	601.3566	834.6594	*	 	 	 	 	 	 	1267.244	2.348	 
228	1142.7826	463.49774	*	12.997692	161.79077	*	92.63231	177.86203	*	359.5127	212.59314	*	277.36182	285.10272	*	888.435	424.20212	*	1240.9868	530.4834	*	396.1911	521.3135	*	1281.754	723.4217	*	641.45184	599.06726	*	519.64655	677.997	*	722.714	922.01416	*	424.94687	723.50543	*	600.75024	834.9546	*	 	 	 	 	 	 	1267.7063	2.725	 
229	1142.5962	463.90155	*	12.897534	161.47688	*	92.83591	177.20358	*	359.9267	212.14706	*	277.40518	284.9853	*	887.7847	424.12448	*	1240.9594	530.236	*	396.01068	520.7391	*	1282.2468	723.2528	*	641.07074	598.9219	*	520.02435	678.47723	*	722.9752	922.641	*	424.94046	724.1409	*	601.1483	834.9261	*	 	 	 	 	 	 	1268.4069	2.7857144	 
230	1142.7716	463.82416	*	12.73185	161.34933	*	92.34751	177.31357	*	359.3852	212.12605	*	277.3991	284.89795	*	887.8588	424.6413	*	1240.8748	530.3077	*	395.36227	520.28516	*	1282.3995	722.95245	*	640.8107	598.7195	*	520.0791	679.22437	*	723.36206	922.5449	*	424.72797	724.0305	*	601.41907	834.5904	*	 	 	 	 	 	 	1268.6022	2.5	 
231	1142.4226	463.05728	*	12.865475	161.94635	*	92.00338	177.62167	*	359.31848	211.9685	*	277.3733	284.95862	*	888.17334	425.1435	*	1240.9044	529.5359	*	394.2558	520.0711	*	1282.5662	722.73566	*	640.5818	598.36383	*	520.0248	679.82684	*	723.901	922.5175	*	425.2578	723.55884	*	601.7216	833.85834	*	 	 	 	 	 	 	1268.4562	2.5145986	 
232	1141.7548	462.33875	*	12.60183	162.83969	*	91.48916	177.86494	*	358.9293	211.65726	*	277.33194	284.89963	*	888.12946	425.5196	*	1240.9536	530.0778	*	393.34024	519.73676	*	1282.7803	723.0286	*	640.5936	598.1848	*	520.45123	680.82855	*	724.9402	922.3005	*	425.17883	723.1373	*	601.70557	834.7329	*	 	 	 	 	 	 	1267.8955	2.5074627	 
233	1141.2545	461.62436	*	12.6479435	163.1598	*	91.44017	177.52383	*	358.59903	211.2716	*	277.36758	284.95456	*	888.0997	426.3867	*	1240.5701	529.8956	*	393.67032	519.34814	*	1282.5741	722.89514	*	640.45435	598.58435	*	520.7833	681.00714	*	725.9272	922.3219	*	425.41806	722.8422	*	600.9147	834.59753	*	 	 	 	 	 	 	1267.508	2.3709676	 
234	1141.4149	460.98157	*	12.748826	163.1119	*	91.632706	177.491	*	358.05966	211.1556	*	277.36618	284.91553	*	887.98315	427.4263	*	1240.5903	529.54517	*	394.59158	518.8798	*	1281.8801	723.1368	*	640.3678	598.29736	*	520.6781	680.9783	*	725.5815	922.34564	*	425.36655	722.0505	*	601.4126	833.8816	*	 	 	 	 	 	 	1267.187	2.446565	 
235	1141.408	460.92667	*	12.463884	163.6894	*	91.408394	177.46074	*	358.16138	211.18423	*	277.38437	284.91446	*	887.67975	426.78998	*	1240.5844	529.16235	*	394.58447	518.9709	*	1281.3948	723.07837	*	640.78705	597.091	*	520.1736	680.87177	*	725.00024	922.3051	*	425.31317	722.0722	*	602.20984	833.7652	*	 	 	 	 	 	 	1267.0807	2.330645	 
236	1141.7352	460.46957	*	12.495189	163.43344	*	90.45129	176.57578	*	357.64816	211.70854	*	277.3704	284.92798	*	887.1265	427.02768	*	1240.0939	528.94745	*	394.1775	519.70856	*	1281.2623	722.97217	*	640.96796	597.3245	*	520.04034	681.1988	*	725.16455	923.5495	*	425.5679	722.4457	*	602.29565	833.30133	*	 	 	 	 	 	 	1267.881	1.7976191	 
237	1141.3993	460.0912	*	12.383401	162.86761	*	90.656784	176.76056	*	357.94403	212.05922	*	277.33365	284.94223	*	886.5592	427.6846	*	1239.982	527.94965	*	395.21783	519.33624	*	1281.1624	723.62036	*	641.0789	598.38654	*	520.6208	681.57434	*	724.2994	924.43207	*	425.50952	721.77344	*	602.18463	832.53424	*	 	 	 	 	 	 	1268.0245	1.4344262	 
238	1141.5404	459.92136	*	12.271242	162.57597	*	90.59973	176.97934	*	358.062	212.41547	*	277.37863	284.9659	*	886.61847	427.77832	*	1240.3766	527.2649	*	395.60916	519.11475	*	1280.8243	723.5	*	641.15625	599.2737	*	520.80066	681.95374	*	724.77155	924.4845	*	425.66367	721.7504	*	602.0374	831.8308	*	 	 	 	 	 	 	1267.8019	1.3679246	 
239	1140.6956	459.70135	*	12.247343	162.65454	*	90.51839	177.83542	*	357.9916	212.75629	*	277.37756	285.0285	*	886.18585	427.0466	*	1240.436	526.2265	*	395.37653	518.8501	*	1280.6781	722.97797	*	641.0427	599.06836	*	520.0872	681.8637	*	724.4557	925.30914	*	424.94803	721.6196	*	601.9129	831.45715	*	 	 	 	 	 	 	1268.1666	1.2708334	 
240	1141.3934	459.60208	*	12.361314	162.56488	*	90.62478	177.98518	*	358.1266	212.4366	*	277.39688	285.00024	*	885.9308	427.11124	*	1240.9126	526.39795	*	395.78214	518.6102	*	1280.1927	723.029	*	640.7591	598.7749	*	520.47736	681.9351	*	724.39813	925.20984	*	425.47513	721.6755	*	602.8015	831.08276	*	 	 	 	 	 	 	1267.7836	1.5597014	 
