Frame	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X10	Y10	Flag10	X13	Y13	Flag13	X14	Y14	Flag14	X17	Y17	Flag17	X18	Y18	Flag18	X2	Y2	Flag2	X9	Y9	Flag9	X12	Y12	Flag12	X16	Y16	Flag16	X20	Y20	Flag20	X21	Y21	Flag21	X1	Y1	Flag1	X8	Y8	Flag8	X11	Y11	Flag11	X15	Y15	Flag15	X19	Y19	Flag19
189	14.3182	164.5733	0	97.3755	175.5896	0	358.3573	210.1931	0	277.4448	284.9024	0	880.9945	422.1789	0	401.3562	525.8528	0	637.6667	599.7396	0	515.8177	681.2288	0	425.7012	728.0970	0	600.3517	837.8763	0	1141.3993	460.0912	0	1239.9820	527.9497	0	1281.1624	723.6204	0	724.2994	924.4321	0																					
190	14.1225	164.2537	0	96.6954	175.2489	0	357.9400	209.3465	0	277.3758	284.9720	0	881.0660	423.3828	0	401.6610	526.1653	0	637.8464	599.9547	0	515.8713	681.0283	0	426.2236	727.9348	0	600.5527	837.3110	0	1141.5404	459.9214	0	1240.3766	527.2649	0	1280.8243	723.5000	0	724.7716	924.4845	0																					
191	13.9674	163.3461	0	96.3112	175.1556	0	357.7138	209.1801	0	277.3205	285.0506	0	881.1930	423.9504	0	400.8800	526.6360	0	637.3885	600.2658	0	515.7384	681.1821	0	425.5248	727.7205	0	600.6520	836.7515	0	1140.6956	459.7013	0	1240.4360	526.2265	0	1280.6781	722.9780	0	724.4557	925.3091	0																					
192	14.3109	163.4335	0	96.9802	176.1668	0	357.8650	208.9762	0	277.3007	285.1120	0	881.1741	424.8102	0	400.6666	525.7375	0	638.4030	599.9185	0	515.8162	680.4708	0	425.7628	727.8757	0	600.9618	836.7629	0	1141.3934	459.6021	0	1240.9126	526.3980	0	1280.1927	723.0290	0	724.3981	925.2098	0																					
193	14.2782	163.5865	0	96.8915	176.3254	0	357.6712	209.9429	0	277.3218	285.1021	0	881.6587	424.4461	0	400.3451	525.4340	0	638.2112	599.1099	0	516.2164	680.8668	0	425.6889	727.3505	0	601.2424	836.7510	0																																	
194	14.1571	163.1796	0	96.8177	176.2314	0	357.4893	211.8422	0	277.4579	285.0529	0	882.1835	423.5366	0	400.7062	525.6065	0	637.8364	598.0299	0	516.5612	680.4550	0	425.9117	727.3097	0	601.4976	836.9833	0																																	
195	14.1399	163.0281	0	96.8192	176.5591	0	357.0021	212.0851	0	277.4482	284.9685	0	882.7873	423.3524	0	401.3504	526.2632	0	637.6254	598.3206	0	516.5278	680.0698	0	425.7242	728.1984	0	601.4472	837.8186	0																																	
196	14.1350	163.0145	0	96.9289	176.3295	0	356.8668	212.4554	0	277.3597	284.8793	0	883.7407	422.4575	0	401.9622	525.6018	0	636.6984	599.4317	0	515.9418	679.2572	0	424.9724	727.1281	0	601.3135	837.7881	0																																	
197	14.0864	162.8768	0	96.7494	176.7923	0	357.1166	212.7146	0	277.3904	284.8818	0	883.8525	422.3074	0	401.1124	524.5897	0	635.8084	600.3847	0	516.4351	679.3237	0	424.6940	725.7965	0	602.1267	837.4290	0																																	
198	14.2751	162.4255	0	97.2318	177.3219	0	357.0374	212.1626	0	277.3442	284.9214	0	884.2125	423.0129	0	400.7313	524.2567	0	635.9517	601.0749	0	516.3417	679.1583	0	424.8421	726.4741	0	602.1478	837.8189	0																																	
199	14.3068	162.6696	0	97.3706	177.9565	0	356.5505	211.7895	0	277.3780	284.9586	0	885.2433	423.1500	0	400.4370	523.7784	0	635.1390	601.5664	0	516.1128	679.5107	0	424.7130	725.7004	0	601.7570	838.2335	0																																	
200	14.2456	163.2798	0	97.7055	178.3507	0	355.9963	211.3397	0	277.3737	284.9266	0	885.6493	423.7132	0	399.6144	523.7797	0	634.9507	601.8253	0	516.0618	679.8532	0	424.1737	725.3498	0	601.4683	837.4919	0																																	
201	14.1111	164.3165	0	97.1861	177.5291	0	355.8273	211.0748	0	277.3396	285.0758	0	885.7152	423.8241	0	398.8606	524.1216	0	634.1921	601.5768	0	515.7566	680.2091	0	424.0620	725.7352	0	601.8474	837.5317	0																																	
202	13.7177	164.6546	0	96.9845	177.2701	0	355.3606	210.7722	0	277.3330	285.0658	0	886.5590	424.0137	0	398.1606	524.0900	0	633.4896	601.7664	0	515.5111	680.4527	0	423.6574	725.5918	0	603.5361	837.7996	0																																	
203	13.4547	165.0070	0	97.3687	177.1850	0	355.3484	210.2962	0	277.3907	284.9995	0	886.6238	424.3900	0	398.4439	522.9130	0	633.6210	601.0299	0	516.1171	680.8931	0	424.1293	725.5068	0	603.6548	837.6008	0																																	
204	13.5728	165.0382	0	97.4457	176.4665	0	355.4291	210.0667	0	277.3517	284.8428	0	886.1902	423.7865	0	398.8771	521.8795	0	634.8206	599.9333	0	516.8513	680.2664	0	424.4022	725.4306	0	603.7514	837.1939	0																																	
205	13.5604	164.7491	0	97.3366	177.0571	0	355.6614	210.5956	0	277.4468	284.9292	0	886.2310	423.7515	0	398.2845	521.0220	0	635.9916	599.4714	0	517.3909	680.0202	0	424.7197	725.9718	0	604.6547	836.2291	0																																	
206	13.4031	164.0116	0	96.4950	177.7967	0	356.0329	211.4893	0	277.4325	284.9257	0	886.4718	424.1255	0	397.5917	520.6189	0	636.3751	599.5787	0	517.9484	679.8476	0	425.3834	726.1805	0	604.8486	835.8799	0																																	
207	13.2247	164.1504	0	95.7553	178.9348	0	356.0269	211.9848	0	277.3483	285.0226	0	887.0501	424.3274	0	397.1581	520.7184	0	636.3707	599.6240	0	518.0765	679.1456	0	425.8448	726.1353	0	604.7563	835.2280	0																																	
208	13.2038	163.4196	0	95.6857	179.1976	0	356.5009	212.5952	0	277.3451	285.0978	0	886.9877	423.9322	0	396.2322	520.7484	0	636.0112	599.6951	0	517.6331	678.6892	0	425.3868	726.8653	0	604.7284	835.0190	0																																	
209	13.1631	162.6805	0	95.4495	179.1685	0	357.0411	213.2068	0	277.3964	285.0156	0	887.2597	423.9554	0	395.6215	521.5872	0	635.9405	599.1331	0	517.3840	677.6999	0	425.4522	726.9843	0	605.5488	834.7262	0																																	
210	13.0535	162.4028	0	95.4333	179.0192	0	356.9519	213.1284	0	277.4160	284.9589	0	887.6171	423.7237	0	395.9078	521.6060	0	635.5708	597.9575	0	517.3649	678.0669	0	424.9345	726.9818	0	604.9969	833.8580	0																																	
211	13.5771	162.9009	0	95.6426	179.1302	0	357.1276	212.5278	0	277.4533	284.9330	0	887.7150	423.6092	0	396.2136	521.9180	0	635.7576	597.3990	0	516.7265	677.3818	0	424.5854	726.5341	0	603.6079	833.1995	0																																	
212	13.7914	162.3086	0	95.2938	179.2115	0	357.1523	211.7024	0	277.3801	284.9044	0	887.8879	424.0384	0	396.6863	521.9773	0	635.8190	597.3305	0	516.8165	676.5255	0	424.0519	725.5919	0	602.5421	833.9849	0																																	
213	13.9929	162.3277	0	95.0387	178.9365	0	357.6890	212.9777	0	277.3201	284.8854	0	888.2805	424.2468	0	396.7461	521.0160	0	635.8218	596.8874	0	517.1459	677.0342	0	423.8792	725.0242	0	602.1091	834.0211	0																																	
214	13.9044	162.6260	0	95.2778	178.7404	0	358.6132	212.9329	0	277.3413	284.8798	0	888.5790	424.4549	0	396.4015	520.5267	0	637.3761	596.6386	0	517.7172	677.0776	0	424.0515	724.4731	0	602.6135	833.8699	0																																	
215	13.9662	163.0239	0	95.2211	178.7378	0	358.4348	212.8616	0	277.4156	284.9534	0	888.6279	424.5485	0	396.6361	520.4597	0	638.2031	596.9789	0	518.5176	677.4196	0	423.9306	724.3525	0	602.7988	833.6329	0																																	
216	13.8173	163.4496	0	95.5109	178.7715	0	358.9942	213.0436	0	277.4390	284.9991	0	888.5738	424.2615	0	396.4357	519.8398	0	638.9706	597.5096	0	518.7153	677.1019	0	425.2452	724.3803	0	602.4301	833.9773	0																																	
217	13.4793	163.7548	0	95.1458	178.9167	0	358.3294	212.9835	0	277.3589	285.0383	0	887.7198	424.0476	0	396.1720	519.8295	0	638.6471	598.2272	0	518.6101	677.0817	0	425.1929	724.1334	0	601.7791	833.8940	0																																	
218	13.5344	163.5966	0	95.0729	179.5574	0	357.7569	212.6669	0	277.2725	285.1773	0	888.6576	423.6565	0	396.2970	519.8670	0	639.6352	598.5048	0	518.7760	676.9657	0	425.2558	724.0444	0	601.0445	834.1367	0																																	
219	13.3934	163.6410	0	95.0121	180.0604	0	357.3347	212.0608	0	277.2776	285.1809	0	888.9548	423.6429	0	396.4571	520.2375	0	639.8666	599.0107	0	518.6864	677.4019	0	425.0662	724.3179	0	601.1232	834.3593	0																																	
220	13.6503	163.2082	0	95.1615	179.7082	0	357.9448	212.5414	0	277.3833	285.0964	0	888.6263	424.2044	0	396.6816	520.2849	0	640.6171	598.5065	0	518.8429	677.2267	0	425.5050	724.4265	0	600.9590	834.9231	0																																	
221	13.8142	163.2807	0	94.3017	178.9717	0	358.3205	212.7760	0	277.4790	284.9193	0	888.5616	424.0131	0	396.8005	519.8845	0	640.6899	597.9211	0	518.8546	677.7963	0	425.7618	723.8488	0	601.2759	834.7942	0																																	
222	13.7333	162.7812	0	94.0634	179.0853	0	358.0452	212.4934	0	277.4280	284.7054	0	888.1007	423.9366	0	397.4728	519.0485	0	640.7469	597.8815	0	518.4884	677.0757	0	426.2547	724.1304	0	600.5047	834.9710	0																																	
223	13.7777	162.4245	0	93.6639	179.3215	0	358.5305	212.6069	0	277.4644	284.6394	0	888.1687	423.4366	0	397.4527	519.0497	0	641.1737	597.9059	0	518.2656	677.6438	0	426.2585	724.2844	0	600.2000	835.0566	0																																	
224	13.5652	160.8824	0	93.3519	178.0690	0	357.8035	212.8064	0	277.4080	284.6802	0	887.7943	423.1559	0	397.1944	519.2750	0	642.1216	598.1595	0	518.4283	678.0927	0	425.8009	723.7919	0	601.1700	834.9891	0																																	
225	13.3081	161.0225	0	93.0742	177.5939	0	358.2223	212.9123	0	277.3495	284.8631	0	887.8044	423.1974	0	396.3812	520.2376	0	642.4603	598.8583	0	518.5302	678.5051	0	425.6165	723.2902	0	601.3169	835.3376	0																																	
226	13.2723	161.6423	0	93.6478	177.5290	0	358.2457	213.1403	0	277.4228	285.0002	0	888.0032	423.0426	0	396.6052	520.8116	0	642.7531	599.0545	0	519.0628	678.0698	0	425.5496	723.1180	0	601.5194	834.9983	0																																	
227	13.3647	161.7297	0	93.3798	178.3472	0	358.4897	213.0787	0	277.3473	285.0705	0	888.2612	423.3736	0	396.7966	520.9898	0	641.9516	599.3574	0	519.1553	677.7648	0	424.9526	723.2748	0	601.3566	834.6594	0																																	
228	12.9977	161.7908	0	92.6323	177.8620	0	359.5127	212.5931	0	277.3618	285.1027	0	888.4350	424.2021	0	396.1911	521.3135	0	641.4518	599.0673	0	519.6466	677.9970	0	424.9469	723.5054	0	600.7502	834.9546	0																																	
229	12.8975	161.4769	0	92.8359	177.2036	0	359.9267	212.1471	0	277.4052	284.9853	0	887.7847	424.1245	0	396.0107	520.7391	0	641.0707	598.9219	0	520.0244	678.4772	0	424.9405	724.1409	0	601.1483	834.9261	0																																	
230	12.7318	161.3493	0	92.3475	177.3136	0	359.3852	212.1260	0	277.3991	284.8979	0	887.8588	424.6413	0	395.3623	520.2852	0	640.8107	598.7195	0	520.0791	679.2244	0	424.7280	724.0305	0	601.4191	834.5904	0																																	
231	12.8655	161.9463	0	92.0034	177.6217	0	359.3185	211.9685	0	277.3733	284.9586	0	888.1733	425.1435	0	394.2558	520.0711	0	640.5818	598.3638	0	520.0248	679.8268	0	425.2578	723.5588	0	601.7216	833.8583	0																																	
232	12.6018	162.8397	0	91.4892	177.8649	0	358.9293	211.6573	0	277.3319	284.8996	0	888.1295	425.5196	0	393.3402	519.7368	0	640.5936	598.1848	0	520.4512	680.8285	0	425.1788	723.1373	0	601.7056	834.7329	0																																	
233	12.6479	163.1598	0	91.4402	177.5238	0	358.5990	211.2716	0	277.3676	284.9546	0	888.0997	426.3867	0	393.6703	519.3481	0	640.4543	598.5843	0	520.7833	681.0071	0	425.4181	722.8422	0	600.9147	834.5975	0																																	
234	12.7488	163.1119	0	91.6327	177.4910	0	358.0597	211.1556	0	277.3662	284.9155	0	887.9832	427.4263	0	394.5916	518.8798	0	640.3678	598.2974	0	520.6781	680.9783	0	425.3666	722.0505	0	601.4126	833.8816	0																																	
235	12.4639	163.6894	0	91.4084	177.4607	0	358.1614	211.1842	0	277.3844	284.9145	0	887.6798	426.7900	0	394.5845	518.9709	0	640.7871	597.0910	0	520.1736	680.8718	0	425.3132	722.0722	0	602.2098	833.7652	0																																	
236	12.4952	163.4334	0	90.4513	176.5758	0	357.6482	211.7085	0	277.3704	284.9280	0	887.1265	427.0277	0	394.1775	519.7086	0	640.9680	597.3245	0	520.0403	681.1988	0	425.5679	722.4457	0	602.2957	833.3013	0																																	
237	12.3834	162.8676	0	90.6568	176.7606	0	357.9440	212.0592	0	277.3336	284.9422	0	886.5592	427.6846	0	395.2178	519.3362	0	641.0789	598.3865	0	520.6208	681.5743	0	425.5095	721.7734	0	602.1846	832.5342	0																																	
238	12.2712	162.5760	0	90.5997	176.9793	0	358.0620	212.4155	0	277.3786	284.9659	0	886.6185	427.7783	0	395.6092	519.1147	0	641.1562	599.2737	0	520.8007	681.9537	0	425.6637	721.7504	0	602.0374	831.8308	0																																	
239	12.2473	162.6545	0	90.5184	177.8354	0	357.9916	212.7563	0	277.3776	285.0285	0	886.1858	427.0466	0	395.3765	518.8501	0	641.0427	599.0684	0	520.0872	681.8637	0	424.9480	721.6196	0	601.9129	831.4571	0																																	
240	12.3613	162.5649	0	90.6248	177.9852	0	358.1266	212.4366	0	277.3969	285.0002	0	885.9308	427.1112	0	395.7821	518.6102	0	640.7591	598.7749	0	520.4774	681.9351	0	425.4751	721.6755	0	602.8015	831.0828	0																																	
